Plant Name,Time,Production (W)
Guillaume,2025-04-10 07:30,5
Guillaume,2025-04-10 07:45,23
Guillaume,2025-04-10 08:00,43
Guillaume,2025-04-10 08:15,65
Guillaume,2025-04-10 08:30,90
Guillaume,2025-04-10 08:45,109
Guillaume,2025-04-10 09:00,131
Guillaume,2025-04-10 09:15,200
Guillaume,2025-04-10 09:30,228
Guillaume,2025-04-10 09:45,255
Guillaume,2025-04-10 10:00,220
Guillaume,2025-04-10 10:15,273
Guillaume,2025-04-10 10:30,488
Guillaume,2025-04-10 10:45,1195
Guillaume,2025-04-10 11:00,1312
Guillaume,2025-04-10 11:15,1416
Guillaume,2025-04-10 11:30,1506
Guillaume,2025-04-10 11:45,1584
Guillaume,2025-04-10 12:00,1650
Guillaume,2025-04-10 12:15,1729
Guillaume,2025-04-10 12:30,1784
Guillaume,2025-04-10 12:45,1821
Guillaume,2025-04-10 13:00,1858
Guillaume,2025-04-10 13:15,1883
Guillaume,2025-04-10 13:30,1914
Guillaume,2025-04-10 13:45,1929
Guillaume,2025-04-10 14:00,1935
Guillaume,2025-04-10 14:15,1919
Guillaume,2025-04-10 14:30,1914
Guillaume,2025-04-10 14:45,1865
Guillaume,2025-04-10 15:00,1850
Guillaume,2025-04-10 15:15,1802
Guillaume,2025-04-10 15:30,1800
Guillaume,2025-04-10 15:45,1718
Guillaume,2025-04-10 16:00,1662
Guillaume,2025-04-10 16:15,1595
Guillaume,2025-04-10 16:30,1545
Guillaume,2025-04-10 16:45,1444
Guillaume,2025-04-10 17:00,1351
Guillaume,2025-04-10 17:15,1275
Guillaume,2025-04-10 17:30,1152
Guillaume,2025-04-10 17:45,1060
Guillaume,2025-04-10 18:00,937
Guillaume,2025-04-10 18:15,818
Guillaume,2025-04-10 18:30,690
Guillaume,2025-04-10 18:45,557
Guillaume,2025-04-10 19:00,420
Guillaume,2025-04-10 19:15,291
Guillaume,2025-04-10 19:30,192
Guillaume,2025-04-10 19:45,117
Guillaume,2025-04-10 20:00,70
Guillaume,2025-04-10 20:15,44
Guillaume,2025-04-10 20:30,23
Guillaume,2025-04-10 20:45,7
Guillaume,2025-04-10 21:00,0
Guillaume,2025-04-10 21:15,0
