Plant Name,Time,Production (W)
Guillaume,2025-04-11 07:15,0
Guillaume,2025-04-11 07:30,10
Guillaume,2025-04-11 07:45,26
Guillaume,2025-04-11 08:00,42
Guillaume,2025-04-11 08:15,59
Guillaume,2025-04-11 08:30,80
Guillaume,2025-04-11 08:45,96
Guillaume,2025-04-11 09:00,122
Guillaume,2025-04-11 09:15,198
Guillaume,2025-04-11 09:30,257
Guillaume,2025-04-11 09:45,325
Guillaume,2025-04-11 10:00,311
Guillaume,2025-04-11 10:15,421
Guillaume,2025-04-11 10:30,479
Guillaume,2025-04-11 10:45,1035
Guillaume,2025-04-11 11:00,1221
Guillaume,2025-04-11 11:15,1381
Guillaume,2025-04-11 11:30,1529
Guillaume,2025-04-11 11:45,1625
Guillaume,2025-04-11 12:00,1591
Guillaume,2025-04-11 12:15,1030
Guillaume,2025-04-11 12:30,1831
Guillaume,2025-04-11 12:45,1813
Guillaume,2025-04-11 13:00,1867
Guillaume,2025-04-11 13:15,1878
Guillaume,2025-04-11 13:30,1903
Guillaume,2025-04-11 13:45,1887
Guillaume,2025-04-11 14:00,1872
Guillaume,2025-04-11 14:15,1877
Guillaume,2025-04-11 14:30,1864
Guillaume,2025-04-11 14:45,1842
Guillaume,2025-04-11 15:00,1797
Guillaume,2025-04-11 15:15,1767
Guillaume,2025-04-11 15:30,1728
Guillaume,2025-04-11 15:45,1672
Guillaume,2025-04-11 16:00,1618
Guillaume,2025-04-11 16:15,1576
Guillaume,2025-04-11 16:30,1494
Guillaume,2025-04-11 16:45,1407
Guillaume,2025-04-11 17:00,1313
Guillaume,2025-04-11 17:15,1236
Guillaume,2025-04-11 17:30,1116
Guillaume,2025-04-11 17:45,1011
Guillaume,2025-04-11 18:00,906
Guillaume,2025-04-11 18:15,797
Guillaume,2025-04-11 18:30,675
Guillaume,2025-04-11 18:45,549
Guillaume,2025-04-11 19:00,427
Guillaume,2025-04-11 19:15,314
Guillaume,2025-04-11 19:30,211
Guillaume,2025-04-11 19:45,131
Guillaume,2025-04-11 20:00,79
Guillaume,2025-04-11 20:15,52
Guillaume,2025-04-11 20:30,30
Guillaume,2025-04-11 20:45,10
Guillaume,2025-04-11 21:00,0
Guillaume,2025-04-11 21:15,0
Guillaume,2025-04-11 21:30,0
