Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-07-23 00:00,999,0
Guillaume,2025-07-23 00:15,322,0
Guillaume,2025-07-23 00:30,562,0
Guillaume,2025-07-23 00:45,714,0
Guillaume,2025-07-23 01:45,0,0
Guillaume,2025-07-23 02:45,0,0
Guillaume,2025-07-23 03:45,0,0
Guillaume,2025-07-23 04:45,0,0
Guillaume,2025-07-23 05:45,0,0
Guillaume,2025-07-23 06:45,0,0
Guillaume,2025-07-23 07:45,0,0
Guillaume,2025-07-23 08:45,0,0
Guillaume,2025-07-23 09:45,0,0
Guillaume,2025-07-23 10:45,0,0
Guillaume,2025-07-23 11:45,0,0
Guillaume,2025-07-23 12:45,0,0
Guillaume,2025-07-23 13:45,0,0
Guillaume,2025-07-23 14:45,0,0
Guillaume,2025-07-23 15:45,0,0
Guillaume,2025-07-23 16:45,0,0
Guillaume,2025-07-23 17:45,0,0
Guillaume,2025-07-23 18:45,0,0
Guillaume,2025-07-23 19:45,0,0
Guillaume,2025-07-23 20:45,0,0
Guillaume,2025-07-23 21:45,0,0
Guillaume,2025-07-23 22:45,0,0
Guillaume,2025-07-23 23:45,0,0
