Plant Name,Time,Production (W)
Guillaume,2025-08-31 00:00,334
Guillaume,2025-08-31 00:15,157
Guillaume,2025-08-31 00:30,1303
Guillaume,2025-08-31 00:45,1512
Guillaume,2025-08-31 01:00,1668
Guillaume,2025-08-31 01:15,196
Guillaume,2025-08-31 01:30,543
Guillaume,2025-08-31 01:45,393
Guillaume,2025-08-31 02:00,388
Guillaume,2025-08-31 02:15,1977
Guillaume,2025-08-31 02:30,1990
Guillaume,2025-08-31 02:45,313
Guillaume,2025-08-31 03:00,2126
Guillaume,2025-08-31 03:15,1524
Guillaume,2025-08-31 03:30,2082
Guillaume,2025-08-31 03:45,246
Guillaume,2025-08-31 04:00,2065
Guillaume,2025-08-31 04:15,206
Guillaume,2025-08-31 04:30,1016
Guillaume,2025-08-31 04:45,403
Guillaume,2025-08-31 05:00,901
Guillaume,2025-08-31 05:15,1556
Guillaume,2025-08-31 05:30,1592
Guillaume,2025-08-31 05:45,1517
Guillaume,2025-08-31 06:00,206
Guillaume,2025-08-31 06:15,1119
Guillaume,2025-08-31 06:30,927
Guillaume,2025-08-31 06:45,808
Guillaume,2025-08-31 07:00,161
Guillaume,2025-08-31 07:15,383
Guillaume,2025-08-31 07:30,158
Guillaume,2025-08-31 07:45,200
Guillaume,2025-08-31 08:00,138
Guillaume,2025-08-31 08:15,34
Guillaume,2025-08-31 08:30,20
Guillaume,2025-08-31 08:45,0
Guillaume,2025-08-31 09:00,0
Guillaume,2025-08-31 09:15,0
Guillaume,2025-08-31 17:45,5
Guillaume,2025-08-31 18:00,52
Guillaume,2025-08-31 18:15,132
Guillaume,2025-08-31 18:30,33
Guillaume,2025-08-31 18:45,46
Guillaume,2025-08-31 19:00,129
Guillaume,2025-08-31 19:15,415
Guillaume,2025-08-31 19:30,71
Guillaume,2025-08-31 19:45,81
Guillaume,2025-08-31 20:00,226
Guillaume,2025-08-31 20:15,380
Guillaume,2025-08-31 20:30,321
Guillaume,2025-08-31 20:45,1337
Guillaume,2025-08-31 21:00,1714
Guillaume,2025-08-31 21:15,1447
Guillaume,2025-08-31 21:30,220
Guillaume,2025-08-31 21:45,279
Guillaume,2025-08-31 22:00,182
Guillaume,2025-08-31 22:15,2142
Guillaume,2025-08-31 22:30,134
Guillaume,2025-08-31 22:45,185
Guillaume,2025-08-31 23:00,422
Guillaume,2025-08-31 23:15,720
Guillaume,2025-08-31 23:30,2244
Guillaume,2025-08-31 23:45,628
