Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-05-26 00:00,0,0
Guillaume,2025-05-26 01:00,0,0
Guillaume,2025-05-26 02:00,0,0
Guillaume,2025-05-26 03:00,0,0
Guillaume,2025-05-26 04:00,0,0
Guillaume,2025-05-26 05:00,0,0
Guillaume,2025-05-26 06:00,0,0
Guillaume,2025-05-26 06:30,9,0
Guillaume,2025-05-26 06:45,24,0
Guillaume,2025-05-26 07:00,58,0
Guillaume,2025-05-26 07:15,92,0
Guillaume,2025-05-26 07:30,111,0
Guillaume,2025-05-26 07:45,149,0
Guillaume,2025-05-26 08:00,198,0
Guillaume,2025-05-26 08:15,238,0
Guillaume,2025-05-26 08:30,142,0
Guillaume,2025-05-26 08:45,267,0
Guillaume,2025-05-26 09:00,268,0
Guillaume,2025-05-26 09:15,572,0
Guillaume,2025-05-26 09:30,634,0
Guillaume,2025-05-26 09:45,881,0
Guillaume,2025-05-26 10:00,368,0
Guillaume,2025-05-26 10:15,676,0
Guillaume,2025-05-26 10:30,927,0
Guillaume,2025-05-26 10:45,998,0
Guillaume,2025-05-26 11:00,1263,0
Guillaume,2025-05-26 11:15,1236,0
Guillaume,2025-05-26 11:30,1312,0
Guillaume,2025-05-26 11:45,719,0
Guillaume,2025-05-26 12:00,647,0
Guillaume,2025-05-26 12:15,1453,0
Guillaume,2025-05-26 12:30,711,0
Guillaume,2025-05-26 12:45,431,0
Guillaume,2025-05-26 13:00,922,0
Guillaume,2025-05-26 13:15,402,0
Guillaume,2025-05-26 13:30,1124,0
Guillaume,2025-05-26 13:45,788,0
Guillaume,2025-05-26 14:00,607,0
Guillaume,2025-05-26 14:15,854,0
Guillaume,2025-05-26 14:30,485,0
Guillaume,2025-05-26 14:45,476,0
Guillaume,2025-05-26 15:00,521,0
Guillaume,2025-05-26 15:15,428,0
Guillaume,2025-05-26 15:30,434,0
Guillaume,2025-05-26 15:45,524,0
Guillaume,2025-05-26 16:00,352,0
Guillaume,2025-05-26 16:15,805,0
Guillaume,2025-05-26 16:30,914,0
Guillaume,2025-05-26 16:45,1219,0
Guillaume,2025-05-26 17:00,798,0
Guillaume,2025-05-26 17:15,545,0
Guillaume,2025-05-26 17:30,379,0
Guillaume,2025-05-26 17:45,437,0
Guillaume,2025-05-26 18:00,389,0
Guillaume,2025-05-26 18:15,227,0
Guillaume,2025-05-26 18:30,896,0
Guillaume,2025-05-26 18:45,155,0
Guillaume,2025-05-26 19:00,260,0
Guillaume,2025-05-26 19:15,216,0
Guillaume,2025-05-26 19:30,339,0
Guillaume,2025-05-26 20:00,150,0
Guillaume,2025-05-26 20:15,173,0
Guillaume,2025-05-26 20:30,48,0
Guillaume,2025-05-26 20:45,70,0
Guillaume,2025-05-26 21:00,73,0
Guillaume,2025-05-26 21:15,58,0
Guillaume,2025-05-26 21:30,16,0
Guillaume,2025-05-26 21:45,3,0
Guillaume,2025-05-26 22:45,0,0
Guillaume,2025-05-26 23:45,0,0
