Plant Name,Time,Production (W)
Guillaume,2025-05-07 06:45,4
Guillaume,2025-05-07 07:00,16
Guillaume,2025-05-07 07:15,32
Guillaume,2025-05-07 07:30,63
Guillaume,2025-05-07 07:45,79
Guillaume,2025-05-07 08:00,95
Guillaume,2025-05-07 08:15,119
Guillaume,2025-05-07 08:30,144
Guillaume,2025-05-07 08:45,364
Guillaume,2025-05-07 09:00,448
Guillaume,2025-05-07 09:15,340
Guillaume,2025-05-07 09:30,610
Guillaume,2025-05-07 09:45,443
Guillaume,2025-05-07 10:00,669
Guillaume,2025-05-07 10:15,1103
Guillaume,2025-05-07 10:30,1160
Guillaume,2025-05-07 10:45,1308
Guillaume,2025-05-07 11:00,1424
Guillaume,2025-05-07 11:15,671
Guillaume,2025-05-07 11:30,1733
Guillaume,2025-05-07 11:45,1718
Guillaume,2025-05-07 12:00,497
Guillaume,2025-05-07 12:15,528
Guillaume,2025-05-07 12:30,555
Guillaume,2025-05-07 12:45,824
Guillaume,2025-05-07 13:00,896
Guillaume,2025-05-07 13:15,426
Guillaume,2025-05-07 13:30,450
Guillaume,2025-05-07 13:45,415
Guillaume,2025-05-07 14:00,787
Guillaume,2025-05-07 14:15,524
Guillaume,2025-05-07 14:30,778
Guillaume,2025-05-07 14:45,585
Guillaume,2025-05-07 15:00,385
Guillaume,2025-05-07 15:15,549
Guillaume,2025-05-07 15:30,424
Guillaume,2025-05-07 15:45,356
Guillaume,2025-05-07 16:00,208
Guillaume,2025-05-07 16:15,380
Guillaume,2025-05-07 16:30,245
Guillaume,2025-05-07 16:45,290
Guillaume,2025-05-07 17:00,276
Guillaume,2025-05-07 17:15,270
Guillaume,2025-05-07 17:30,263
Guillaume,2025-05-07 17:45,194
Guillaume,2025-05-07 18:00,268
Guillaume,2025-05-07 18:15,163
Guillaume,2025-05-07 18:30,140
Guillaume,2025-05-07 18:45,78
Guillaume,2025-05-07 19:00,62
Guillaume,2025-05-07 19:15,54
Guillaume,2025-05-07 19:30,80
Guillaume,2025-05-07 19:45,76
Guillaume,2025-05-07 20:00,51
Guillaume,2025-05-07 20:15,26
Guillaume,2025-05-07 20:30,13
Guillaume,2025-05-07 20:45,7
Guillaume,2025-05-07 21:00,3
Guillaume,2025-05-07 21:15,0
Guillaume,2025-05-07 21:30,0
Guillaume,2025-05-07 21:45,0
