Plant Name,Time,Production (W)
Guillaume,2025-08-29 04:00,0
Guillaume,2025-08-29 04:15,7
Guillaume,2025-08-29 04:30,21
Guillaume,2025-08-29 04:45,35
Guillaume,2025-08-29 05:00,48
Guillaume,2025-08-29 05:15,89
Guillaume,2025-08-29 05:30,109
Guillaume,2025-08-29 05:45,236
Guillaume,2025-08-29 06:00,487
Guillaume,2025-08-29 06:15,267
Guillaume,2025-08-29 06:30,169
Guillaume,2025-08-29 06:45,213
Guillaume,2025-08-29 07:00,412
Guillaume,2025-08-29 07:15,371
Guillaume,2025-08-29 07:30,372
Guillaume,2025-08-29 07:45,238
Guillaume,2025-08-29 08:00,304
Guillaume,2025-08-29 08:15,861
Guillaume,2025-08-29 08:30,1941
Guillaume,2025-08-29 08:45,1152
Guillaume,2025-08-29 09:00,1763
Guillaume,2025-08-29 09:15,2174
Guillaume,2025-08-29 09:30,2220
Guillaume,2025-08-29 09:45,2162
Guillaume,2025-08-29 10:00,2220
Guillaume,2025-08-29 10:15,2147
Guillaume,2025-08-29 10:30,2044
Guillaume,2025-08-29 10:45,514
Guillaume,2025-08-29 11:00,2171
Guillaume,2025-08-29 11:15,209
Guillaume,2025-08-29 11:30,1760
Guillaume,2025-08-29 11:45,629
Guillaume,2025-08-29 12:00,279
Guillaume,2025-08-29 12:15,1677
Guillaume,2025-08-29 12:30,1376
Guillaume,2025-08-29 12:45,353
Guillaume,2025-08-29 13:00,191
Guillaume,2025-08-29 13:15,921
Guillaume,2025-08-29 13:30,769
Guillaume,2025-08-29 13:45,495
Guillaume,2025-08-29 14:00,527
Guillaume,2025-08-29 14:15,400
Guillaume,2025-08-29 14:30,112
Guillaume,2025-08-29 14:45,108
Guillaume,2025-08-29 15:00,100
Guillaume,2025-08-29 15:15,46
Guillaume,2025-08-29 15:30,31
Guillaume,2025-08-29 15:45,9
Guillaume,2025-08-29 16:00,0
Guillaume,2025-08-29 16:15,0
