Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-07-01 00:00,0,0
Guillaume,2025-07-01 01:00,0,0
Guillaume,2025-07-01 02:00,0,0
Guillaume,2025-07-01 03:00,0,0
Guillaume,2025-07-01 04:00,0,0
Guillaume,2025-07-01 05:00,0,0
Guillaume,2025-07-01 06:00,0,0
Guillaume,2025-07-01 06:15,2,0
Guillaume,2025-07-01 06:30,12,0
Guillaume,2025-07-01 06:45,19,0
Guillaume,2025-07-01 07:00,37,0
Guillaume,2025-07-01 07:15,47,0
Guillaume,2025-07-01 07:30,59,0
Guillaume,2025-07-01 07:45,78,0
Guillaume,2025-07-01 08:00,150,0
Guillaume,2025-07-01 08:15,184,0
Guillaume,2025-07-01 08:30,188,0
Guillaume,2025-07-01 08:45,242,0
Guillaume,2025-07-01 09:00,271,0
Guillaume,2025-07-01 09:15,258,0
Guillaume,2025-07-01 09:30,300,0
Guillaume,2025-07-01 09:45,400,0
Guillaume,2025-07-01 10:00,941,0
Guillaume,2025-07-01 10:15,866,0
Guillaume,2025-07-01 10:30,1017,0
Guillaume,2025-07-01 10:45,1109,0
Guillaume,2025-07-01 11:00,1186,0
Guillaume,2025-07-01 11:15,1272,0
Guillaume,2025-07-01 11:30,1333,0
Guillaume,2025-07-01 11:45,1405,0
Guillaume,2025-07-01 12:00,1467,0
Guillaume,2025-07-01 12:15,1510,0
Guillaume,2025-07-01 12:30,1587,0
Guillaume,2025-07-01 12:45,1616,0
Guillaume,2025-07-01 13:00,1650,0
Guillaume,2025-07-01 13:15,1676,0
Guillaume,2025-07-01 13:30,1691,0
Guillaume,2025-07-01 13:45,1716,0
Guillaume,2025-07-01 14:00,1715,0
Guillaume,2025-07-01 14:15,1718,0
Guillaume,2025-07-01 14:30,1723,0
Guillaume,2025-07-01 14:45,1697,0
Guillaume,2025-07-01 15:00,1660,0
Guillaume,2025-07-01 15:15,1645,0
Guillaume,2025-07-01 15:30,1604,0
Guillaume,2025-07-01 15:45,1556,0
Guillaume,2025-07-01 16:00,1515,0
Guillaume,2025-07-01 16:15,1468,0
Guillaume,2025-07-01 16:30,1416,0
Guillaume,2025-07-01 16:45,1338,0
Guillaume,2025-07-01 17:00,1264,0
Guillaume,2025-07-01 17:15,1187,0
Guillaume,2025-07-01 17:30,1104,0
Guillaume,2025-07-01 17:45,1005,0
Guillaume,2025-07-01 18:00,909,0
Guillaume,2025-07-01 18:15,816,0
Guillaume,2025-07-01 18:30,716,0
Guillaume,2025-07-01 18:45,602,0
Guillaume,2025-07-01 19:00,503,0
Guillaume,2025-07-01 19:15,398,0
Guillaume,2025-07-01 19:30,308,0
Guillaume,2025-07-01 19:45,221,0
Guillaume,2025-07-01 20:00,165,0
Guillaume,2025-07-01 20:15,129,0
Guillaume,2025-07-01 20:30,110,0
Guillaume,2025-07-01 20:45,90,0
Guillaume,2025-07-01 21:00,70,0
Guillaume,2025-07-01 21:15,47,0
Guillaume,2025-07-01 21:30,26,0
Guillaume,2025-07-01 21:45,13,0
Guillaume,2025-07-01 22:00,3,0
Guillaume,2025-07-01 23:00,0,0
