Plant Name,Time,Production (W)
Guillaume,2025-03-29 06:45,0
Guillaume,2025-03-29 07:00,14
Guillaume,2025-03-29 07:15,31
Guillaume,2025-03-29 07:30,49
Guillaume,2025-03-29 07:45,72
Guillaume,2025-03-29 08:00,114
Guillaume,2025-03-29 08:15,168
Guillaume,2025-03-29 08:30,141
Guillaume,2025-03-29 08:45,131
Guillaume,2025-03-29 09:00,149
Guillaume,2025-03-29 09:15,166
Guillaume,2025-03-29 09:30,244
Guillaume,2025-03-29 09:45,1038
Guillaume,2025-03-29 10:00,1323
Guillaume,2025-03-29 10:15,1433
Guillaume,2025-03-29 10:30,615
Guillaume,2025-03-29 10:45,1806
Guillaume,2025-03-29 11:00,1829
Guillaume,2025-03-29 11:15,437
Guillaume,2025-03-29 11:30,1678
Guillaume,2025-03-29 11:45,1490
Guillaume,2025-03-29 12:00,1547
Guillaume,2025-03-29 12:15,1735
Guillaume,2025-03-29 12:30,1937
Guillaume,2025-03-29 12:45,690
Guillaume,2025-03-29 13:00,794
Guillaume,2025-03-29 13:15,2244
Guillaume,2025-03-29 13:30,2174
Guillaume,2025-03-29 13:45,2118
Guillaume,2025-03-29 14:00,1720
Guillaume,2025-03-29 14:15,2024
Guillaume,2025-03-29 14:30,2012
Guillaume,2025-03-29 14:45,415
Guillaume,2025-03-29 15:00,1796
Guillaume,2025-03-29 15:15,1664
Guillaume,2025-03-29 15:30,1658
Guillaume,2025-03-29 15:45,1256
Guillaume,2025-03-29 16:00,1490
Guillaume,2025-03-29 16:15,1338
Guillaume,2025-03-29 16:30,1211
Guillaume,2025-03-29 16:45,1117
Guillaume,2025-03-29 17:00,162
Guillaume,2025-03-29 17:15,184
Guillaume,2025-03-29 17:30,414
Guillaume,2025-03-29 17:45,467
Guillaume,2025-03-29 18:00,488
Guillaume,2025-03-29 18:15,129
Guillaume,2025-03-29 18:30,109
Guillaume,2025-03-29 18:45,124
Guillaume,2025-03-29 19:00,59
Guillaume,2025-03-29 19:15,24
Guillaume,2025-03-29 19:30,3
Guillaume,2025-03-29 19:45,0
Guillaume,2025-03-29 20:00,0
