Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-14 00:00,0,0
Guillaume,2025-08-14 01:00,0,0
Guillaume,2025-08-14 02:00,0,0
Guillaume,2025-08-14 03:00,0,0
Guillaume,2025-08-14 04:00,0,0
Guillaume,2025-08-14 05:00,0,0
Guillaume,2025-08-14 06:00,0,0
Guillaume,2025-08-14 07:00,0,0
Guillaume,2025-08-14 07:15,14,0
Guillaume,2025-08-14 07:30,31,0
Guillaume,2025-08-14 07:45,47,0
Guillaume,2025-08-14 08:00,65,0
Guillaume,2025-08-14 08:15,116,0
Guillaume,2025-08-14 08:30,147,0
Guillaume,2025-08-14 08:45,152,0
Guillaume,2025-08-14 09:00,254,0
Guillaume,2025-08-14 09:15,299,0
Guillaume,2025-08-14 09:30,430,0
Guillaume,2025-08-14 09:45,471,0
Guillaume,2025-08-14 10:00,553,0
Guillaume,2025-08-14 10:15,655,0
Guillaume,2025-08-14 10:30,970,0
Guillaume,2025-08-14 10:45,1090,0
Guillaume,2025-08-14 11:00,1164,0
Guillaume,2025-08-14 11:15,1248,0
Guillaume,2025-08-14 11:30,289,0
Guillaume,2025-08-14 11:45,497,0
Guillaume,2025-08-14 12:00,1506,0
Guillaume,2025-08-14 12:15,763,0
Guillaume,2025-08-14 12:30,1677,0
Guillaume,2025-08-14 12:45,1721,0
Guillaume,2025-08-14 13:00,1695,0
Guillaume,2025-08-14 13:15,1904,0
Guillaume,2025-08-14 13:30,1865,0
Guillaume,2025-08-14 13:45,1651,0
Guillaume,2025-08-14 14:00,1774,0
Guillaume,2025-08-14 14:15,1682,0
Guillaume,2025-08-14 14:30,1830,0
Guillaume,2025-08-14 14:45,1741,0
Guillaume,2025-08-14 15:00,1712,0
Guillaume,2025-08-14 15:15,1692,0
Guillaume,2025-08-14 15:30,1649,0
Guillaume,2025-08-14 15:45,1600,0
Guillaume,2025-08-14 16:00,1547,0
Guillaume,2025-08-14 16:15,1492,0
Guillaume,2025-08-14 16:30,1419,0
Guillaume,2025-08-14 16:45,1342,0
Guillaume,2025-08-14 17:00,1251,0
Guillaume,2025-08-14 17:15,1177,0
Guillaume,2025-08-14 17:30,1083,0
Guillaume,2025-08-14 17:45,1004,0
Guillaume,2025-08-14 18:00,885,0
Guillaume,2025-08-14 18:15,796,0
Guillaume,2025-08-14 18:30,649,0
Guillaume,2025-08-14 18:45,541,0
Guillaume,2025-08-14 19:00,434,0
Guillaume,2025-08-14 19:15,329,0
Guillaume,2025-08-14 19:30,247,0
Guillaume,2025-08-14 19:45,172,0
Guillaume,2025-08-14 20:00,121,0
Guillaume,2025-08-14 20:15,81,0
Guillaume,2025-08-14 20:30,57,0
Guillaume,2025-08-14 20:45,38,0
Guillaume,2025-08-14 21:00,25,0
Guillaume,2025-08-14 21:15,7,0
Guillaume,2025-08-14 22:15,0,0
Guillaume,2025-08-14 23:15,0,0
