Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-11 00:00,0,0
Guillaume,2025-08-11 01:00,0,0
Guillaume,2025-08-11 02:00,0,0
Guillaume,2025-08-11 03:00,0,0
Guillaume,2025-08-11 04:00,0,0
Guillaume,2025-08-11 05:00,0,0
Guillaume,2025-08-11 06:00,0,0
Guillaume,2025-08-11 07:00,5,0
Guillaume,2025-08-11 07:15,26,0
Guillaume,2025-08-11 07:30,54,0
Guillaume,2025-08-11 07:45,75,0
Guillaume,2025-08-11 08:00,71,0
Guillaume,2025-08-11 08:15,117,0
Guillaume,2025-08-11 08:30,218,0
Guillaume,2025-08-11 08:45,252,0
Guillaume,2025-08-11 09:00,388,0
Guillaume,2025-08-11 09:15,220,0
Guillaume,2025-08-11 09:30,129,0
Guillaume,2025-08-11 09:45,138,0
Guillaume,2025-08-11 10:00,216,0
Guillaume,2025-08-11 10:15,340,0
Guillaume,2025-08-11 10:30,530,0
Guillaume,2025-08-11 10:45,513,0
Guillaume,2025-08-11 11:00,1178,0
Guillaume,2025-08-11 11:15,1251,0
Guillaume,2025-08-11 11:30,1285,0
Guillaume,2025-08-11 11:45,1095,0
Guillaume,2025-08-11 12:00,1380,0
Guillaume,2025-08-11 12:15,960,0
Guillaume,2025-08-11 12:30,1209,0
Guillaume,2025-08-11 12:45,1564,0
Guillaume,2025-08-11 13:00,1481,0
Guillaume,2025-08-11 13:15,1488,0
Guillaume,2025-08-11 13:30,1506,0
Guillaume,2025-08-11 13:45,1606,0
Guillaume,2025-08-11 14:00,1388,0
Guillaume,2025-08-11 14:15,843,0
Guillaume,2025-08-11 14:30,810,0
Guillaume,2025-08-11 14:45,1687,0
Guillaume,2025-08-11 15:00,1565,0
Guillaume,2025-08-11 15:15,928,0
Guillaume,2025-08-11 15:30,805,0
Guillaume,2025-08-11 15:45,1016,0
Guillaume,2025-08-11 16:00,855,0
Guillaume,2025-08-11 16:30,512,0
Guillaume,2025-08-11 16:45,817,0
Guillaume,2025-08-11 17:00,1218,0
Guillaume,2025-08-11 17:15,880,0
Guillaume,2025-08-11 17:30,1154,0
Guillaume,2025-08-11 17:45,438,0
Guillaume,2025-08-11 18:00,766,0
Guillaume,2025-08-11 18:15,723,0
Guillaume,2025-08-11 18:30,677,0
Guillaume,2025-08-11 18:45,221,0
Guillaume,2025-08-11 19:00,353,0
Guillaume,2025-08-11 19:15,346,0
Guillaume,2025-08-11 19:30,190,0
Guillaume,2025-08-11 19:45,201,0
Guillaume,2025-08-11 20:00,147,0
Guillaume,2025-08-11 20:15,89,0
Guillaume,2025-08-11 20:30,62,0
Guillaume,2025-08-11 20:45,40,0
Guillaume,2025-08-11 21:00,21,0
Guillaume,2025-08-11 21:15,8,0
Guillaume,2025-08-11 22:15,0,0
Guillaume,2025-08-11 23:15,0,0
