Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-18 00:00,0,0
Guillaume,2025-08-18 01:00,0,0
Guillaume,2025-08-18 02:00,0,0
Guillaume,2025-08-18 03:00,0,0
Guillaume,2025-08-18 04:00,0,0
Guillaume,2025-08-18 05:00,0,0
Guillaume,2025-08-18 06:00,0,0
Guillaume,2025-08-18 07:00,0,0
Guillaume,2025-08-18 07:45,9,0
Guillaume,2025-08-18 08:00,27,0
Guillaume,2025-08-18 08:15,52,0
Guillaume,2025-08-18 08:30,85,0
Guillaume,2025-08-18 08:45,132,0
Guillaume,2025-08-18 09:00,202,0
Guillaume,2025-08-18 09:15,200,0
Guillaume,2025-08-18 09:30,278,0
Guillaume,2025-08-18 09:45,283,0
Guillaume,2025-08-18 10:00,261,0
Guillaume,2025-08-18 10:15,353,0
Guillaume,2025-08-18 10:30,398,0
Guillaume,2025-08-18 10:45,285,0
Guillaume,2025-08-18 11:00,326,0
Guillaume,2025-08-18 11:15,532,0
Guillaume,2025-08-18 11:30,418,0
Guillaume,2025-08-18 11:45,485,0
Guillaume,2025-08-18 12:00,782,0
Guillaume,2025-08-18 12:15,1024,0
Guillaume,2025-08-18 12:30,1218,0
Guillaume,2025-08-18 12:45,1232,0
Guillaume,2025-08-18 13:00,1481,0
Guillaume,2025-08-18 13:15,1458,0
Guillaume,2025-08-18 13:30,1481,0
Guillaume,2025-08-18 13:45,1461,0
Guillaume,2025-08-18 14:00,1502,0
Guillaume,2025-08-18 14:15,1515,0
Guillaume,2025-08-18 14:30,1527,0
Guillaume,2025-08-18 14:45,1375,0
Guillaume,2025-08-18 15:00,1296,0
Guillaume,2025-08-18 15:15,989,0
Guillaume,2025-08-18 15:30,989,0
Guillaume,2025-08-18 15:45,1092,0
Guillaume,2025-08-18 16:00,975,0
Guillaume,2025-08-18 16:15,1144,0
Guillaume,2025-08-18 16:30,968,0
Guillaume,2025-08-18 16:45,1189,0
Guillaume,2025-08-18 17:00,1065,0
Guillaume,2025-08-18 17:15,1013,0
Guillaume,2025-08-18 17:30,934,0
Guillaume,2025-08-18 17:45,836,0
Guillaume,2025-08-18 18:00,408,0
Guillaume,2025-08-18 18:15,283,0
Guillaume,2025-08-18 18:30,225,0
Guillaume,2025-08-18 18:45,211,0
Guillaume,2025-08-18 19:00,185,0
Guillaume,2025-08-18 19:15,198,0
Guillaume,2025-08-18 19:30,155,0
Guillaume,2025-08-18 19:45,115,0
Guillaume,2025-08-18 20:00,93,0
Guillaume,2025-08-18 20:15,62,0
Guillaume,2025-08-18 20:30,37,0
Guillaume,2025-08-18 20:45,21,0
Guillaume,2025-08-18 21:00,10,0
Guillaume,2025-08-18 22:00,0,0
Guillaume,2025-08-18 23:00,0,0
