Plant Name,Time,Production (W)
Guillaume,2025-05-19 06:15,0
Guillaume,2025-05-19 06:30,10
Guillaume,2025-05-19 06:45,23
Guillaume,2025-05-19 07:00,41
Guillaume,2025-05-19 07:15,67
Guillaume,2025-05-19 07:30,99
Guillaume,2025-05-19 07:45,112
Guillaume,2025-05-19 08:00,136
Guillaume,2025-05-19 08:15,140
Guillaume,2025-05-19 08:30,139
Guillaume,2025-05-19 08:45,205
Guillaume,2025-05-19 09:00,448
Guillaume,2025-05-19 09:15,587
Guillaume,2025-05-19 09:30,703
Guillaume,2025-05-19 09:45,837
Guillaume,2025-05-19 10:00,946
Guillaume,2025-05-19 10:15,1071
Guillaume,2025-05-19 10:30,1149
Guillaume,2025-05-19 10:45,1283
Guillaume,2025-05-19 11:00,1359
Guillaume,2025-05-19 11:15,1502
Guillaume,2025-05-19 11:30,1527
Guillaume,2025-05-19 11:45,1604
Guillaume,2025-05-19 12:00,1654
Guillaume,2025-05-19 12:15,1671
Guillaume,2025-05-19 12:30,1527
Guillaume,2025-05-19 12:45,1728
Guillaume,2025-05-19 13:00,738
Guillaume,2025-05-19 13:15,1452
Guillaume,2025-05-19 13:30,1501
Guillaume,2025-05-19 13:45,1737
Guillaume,2025-05-19 14:00,1396
Guillaume,2025-05-19 14:15,1447
Guillaume,2025-05-19 14:30,1317
Guillaume,2025-05-19 14:45,1070
Guillaume,2025-05-19 15:00,1218
Guillaume,2025-05-19 15:15,1116
Guillaume,2025-05-19 15:30,1190
Guillaume,2025-05-19 15:45,835
Guillaume,2025-05-19 16:00,784
Guillaume,2025-05-19 16:15,918
Guillaume,2025-05-19 16:30,754
Guillaume,2025-05-19 16:45,549
Guillaume,2025-05-19 17:00,495
Guillaume,2025-05-19 17:15,184
Guillaume,2025-05-19 17:30,235
Guillaume,2025-05-19 17:45,167
Guillaume,2025-05-19 18:00,131
Guillaume,2025-05-19 18:15,110
Guillaume,2025-05-19 18:30,90
Guillaume,2025-05-19 18:45,63
Guillaume,2025-05-19 19:00,20
Guillaume,2025-05-19 19:15,7
Guillaume,2025-05-19 19:30,0
Guillaume,2025-05-19 19:45,0
Guillaume,2025-05-19 20:00,0
