Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-06-25 00:00,0,0
Guillaume,2025-06-25 00:30,210,0
Guillaume,2025-06-25 00:45,262,0
Guillaume,2025-06-25 01:00,161,0
Guillaume,2025-06-25 01:15,132,0
Guillaume,2025-06-25 01:30,109,0
Guillaume,2025-06-25 01:45,121,0
Guillaume,2025-06-25 02:00,95,0
Guillaume,2025-06-25 02:15,37,0
Guillaume,2025-06-25 02:30,19,0
Guillaume,2025-06-25 03:30,0,0
Guillaume,2025-06-25 04:30,0,0
Guillaume,2025-06-25 05:30,0,0
Guillaume,2025-06-25 06:30,0,0
Guillaume,2025-06-25 07:30,0,0
Guillaume,2025-06-25 08:30,0,0
Guillaume,2025-06-25 09:30,0,0
Guillaume,2025-06-25 10:00,3,0
Guillaume,2025-06-25 10:15,29,0
Guillaume,2025-06-25 10:30,44,0
Guillaume,2025-06-25 10:45,58,0
Guillaume,2025-06-25 11:00,74,0
Guillaume,2025-06-25 11:15,111,0
Guillaume,2025-06-25 11:30,130,0
Guillaume,2025-06-25 11:45,183,0
Guillaume,2025-06-25 12:00,184,0
Guillaume,2025-06-25 12:15,108,0
Guillaume,2025-06-25 12:30,164,0
Guillaume,2025-06-25 12:45,220,0
Guillaume,2025-06-25 13:00,287,0
Guillaume,2025-06-25 13:15,706,0
Guillaume,2025-06-25 13:30,289,0
Guillaume,2025-06-25 13:45,394,0
Guillaume,2025-06-25 14:00,481,0
Guillaume,2025-06-25 14:15,328,0
Guillaume,2025-06-25 14:30,1000,0
Guillaume,2025-06-25 14:45,648,0
Guillaume,2025-06-25 15:00,613,0
Guillaume,2025-06-25 15:15,378,0
Guillaume,2025-06-25 15:30,386,0
Guillaume,2025-06-25 15:45,543,0
Guillaume,2025-06-25 16:00,534,0
Guillaume,2025-06-25 16:15,315,0
Guillaume,2025-06-25 16:30,500,0
Guillaume,2025-06-25 16:45,467,0
Guillaume,2025-06-25 17:00,448,0
Guillaume,2025-06-25 17:15,361,0
Guillaume,2025-06-25 17:30,260,0
Guillaume,2025-06-25 17:45,287,0
Guillaume,2025-06-25 18:00,595,0
Guillaume,2025-06-25 18:15,262,0
Guillaume,2025-06-25 18:30,539,0
Guillaume,2025-06-25 18:45,353,0
Guillaume,2025-06-25 19:00,366,0
Guillaume,2025-06-25 19:15,696,0
Guillaume,2025-06-25 19:30,410,0
Guillaume,2025-06-25 19:45,400,0
Guillaume,2025-06-25 20:00,454,0
Guillaume,2025-06-25 20:15,260,0
Guillaume,2025-06-25 20:30,356,0
Guillaume,2025-06-25 20:45,278,0
Guillaume,2025-06-25 21:00,210,0
Guillaume,2025-06-25 21:15,213,0
Guillaume,2025-06-25 21:30,175,0
Guillaume,2025-06-25 21:45,132,0
Guillaume,2025-06-25 22:00,113,0
Guillaume,2025-06-25 22:15,85,0
Guillaume,2025-06-25 22:30,44,0
Guillaume,2025-06-25 22:45,30,0
Guillaume,2025-06-25 23:00,20,0
Guillaume,2025-06-25 23:15,12,0
Guillaume,2025-06-25 23:30,4,0
