Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-06-27 00:00,0,0
Guillaume,2025-06-27 01:00,0,0
Guillaume,2025-06-27 02:00,0,0
Guillaume,2025-06-27 03:00,10,0
Guillaume,2025-06-27 03:15,19,0
Guillaume,2025-06-27 03:30,28,0
Guillaume,2025-06-27 03:45,38,0
Guillaume,2025-06-27 04:00,46,0
Guillaume,2025-06-27 04:15,77,0
Guillaume,2025-06-27 04:30,111,0
Guillaume,2025-06-27 04:45,93,0
Guillaume,2025-06-27 05:00,109,0
Guillaume,2025-06-27 05:15,141,0
Guillaume,2025-06-27 05:30,304,0
Guillaume,2025-06-27 05:45,651,0
Guillaume,2025-06-27 06:00,765,0
Guillaume,2025-06-27 06:15,881,0
Guillaume,2025-06-27 06:30,983,0
Guillaume,2025-06-27 06:45,1079,0
Guillaume,2025-06-27 07:00,1164,0
Guillaume,2025-06-27 07:15,1321,0
Guillaume,2025-06-27 07:30,1391,0
Guillaume,2025-06-27 07:45,1454,0
Guillaume,2025-06-27 08:00,1508,0
Guillaume,2025-06-27 08:15,1556,0
Guillaume,2025-06-27 08:30,1605,0
Guillaume,2025-06-27 08:45,1666,0
Guillaume,2025-06-27 09:00,1689,0
Guillaume,2025-06-27 09:15,1710,0
Guillaume,2025-06-27 09:30,1713,0
Guillaume,2025-06-27 09:45,1709,0
Guillaume,2025-06-27 10:00,1700,0
Guillaume,2025-06-27 10:15,1680,0
Guillaume,2025-06-27 10:30,1656,0
Guillaume,2025-06-27 10:45,1630,0
Guillaume,2025-06-27 11:00,1599,0
Guillaume,2025-06-27 11:15,1557,0
Guillaume,2025-06-27 11:30,1508,0
Guillaume,2025-06-27 11:45,1387,0
Guillaume,2025-06-27 12:00,1332,0
Guillaume,2025-06-27 12:15,1177,0
Guillaume,2025-06-27 12:30,1179,0
Guillaume,2025-06-27 12:45,1092,0
Guillaume,2025-06-27 13:00,1000,0
Guillaume,2025-06-27 13:15,917,0
Guillaume,2025-06-27 13:30,706,0
Guillaume,2025-06-27 13:45,601,0
Guillaume,2025-06-27 14:00,496,0
Guillaume,2025-06-27 14:15,328,0
Guillaume,2025-06-27 14:30,286,0
Guillaume,2025-06-27 14:45,154,0
Guillaume,2025-06-27 15:00,95,0
Guillaume,2025-06-27 15:15,97,0
Guillaume,2025-06-27 15:30,88,0
Guillaume,2025-06-27 15:45,75,0
Guillaume,2025-06-27 16:00,57,0
Guillaume,2025-06-27 16:15,37,0
Guillaume,2025-06-27 16:30,8,0
Guillaume,2025-06-27 17:30,0,0
Guillaume,2025-06-27 18:30,0,0
Guillaume,2025-06-27 19:30,0,0
Guillaume,2025-06-27 20:30,0,0
Guillaume,2025-06-27 21:30,0,0
Guillaume,2025-06-27 22:30,0,0
Guillaume,2025-06-27 23:30,0,0
Guillaume,2025-06-27 23:45,10,0
