Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-10 00:00,0,0
Guillaume,2025-08-10 01:00,0,0
Guillaume,2025-08-10 02:00,0,0
Guillaume,2025-08-10 03:00,0,0
Guillaume,2025-08-10 04:00,0,0
Guillaume,2025-08-10 05:00,0,0
Guillaume,2025-08-10 06:00,0,0
Guillaume,2025-08-10 06:45,4,0
Guillaume,2025-08-10 07:15,20,0
Guillaume,2025-08-10 07:30,33,0
Guillaume,2025-08-10 07:45,45,0
Guillaume,2025-08-10 08:00,54,0
Guillaume,2025-08-10 08:15,62,0
Guillaume,2025-08-10 08:30,71,0
Guillaume,2025-08-10 08:45,79,0
Guillaume,2025-08-10 09:00,313,0
Guillaume,2025-08-10 09:15,382,0
Guillaume,2025-08-10 09:30,514,0
Guillaume,2025-08-10 09:45,721,0
Guillaume,2025-08-10 10:00,749,0
Guillaume,2025-08-10 10:15,764,0
Guillaume,2025-08-10 10:30,1064,0
Guillaume,2025-08-10 10:45,1174,0
Guillaume,2025-08-10 11:00,1272,0
Guillaume,2025-08-10 11:15,1364,0
Guillaume,2025-08-10 11:30,1445,0
Guillaume,2025-08-10 11:45,1522,0
Guillaume,2025-08-10 12:00,1575,0
Guillaume,2025-08-10 12:15,1632,0
Guillaume,2025-08-10 12:30,1682,0
Guillaume,2025-08-10 12:45,1712,0
Guillaume,2025-08-10 13:00,1749,0
Guillaume,2025-08-10 13:15,1769,0
Guillaume,2025-08-10 13:30,1796,0
Guillaume,2025-08-10 13:45,1803,0
Guillaume,2025-08-10 14:00,1824,0
Guillaume,2025-08-10 14:15,1814,0
Guillaume,2025-08-10 14:30,1808,0
Guillaume,2025-08-10 14:45,1784,0
Guillaume,2025-08-10 15:00,1762,0
Guillaume,2025-08-10 15:15,1718,0
Guillaume,2025-08-10 15:30,1671,0
Guillaume,2025-08-10 15:45,1637,0
Guillaume,2025-08-10 16:00,1573,0
Guillaume,2025-08-10 16:15,1531,0
Guillaume,2025-08-10 16:30,1475,0
Guillaume,2025-08-10 16:45,1404,0
Guillaume,2025-08-10 17:00,1320,0
Guillaume,2025-08-10 17:15,1236,0
Guillaume,2025-08-10 17:30,1146,0
Guillaume,2025-08-10 17:45,1053,0
Guillaume,2025-08-10 18:00,948,0
Guillaume,2025-08-10 18:15,849,0
Guillaume,2025-08-10 18:30,726,0
Guillaume,2025-08-10 18:45,610,0
Guillaume,2025-08-10 19:00,493,0
Guillaume,2025-08-10 19:15,380,0
Guillaume,2025-08-10 19:30,270,0
Guillaume,2025-08-10 19:45,172,0
Guillaume,2025-08-10 20:00,110,0
Guillaume,2025-08-10 20:15,81,0
Guillaume,2025-08-10 20:30,66,0
Guillaume,2025-08-10 20:45,48,0
Guillaume,2025-08-10 21:00,29,0
Guillaume,2025-08-10 21:15,11,0
Guillaume,2025-08-10 22:15,0,0
Guillaume,2025-08-10 23:15,0,0
