Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-06 00:00,0,0
Guillaume,2025-08-06 01:00,0,0
Guillaume,2025-08-06 02:00,0,0
Guillaume,2025-08-06 03:00,0,0
Guillaume,2025-08-06 04:00,0,0
Guillaume,2025-08-06 05:00,0,0
Guillaume,2025-08-06 06:00,0,0
Guillaume,2025-08-06 07:00,4,0
Guillaume,2025-08-06 07:15,18,0
Guillaume,2025-08-06 07:30,33,0
Guillaume,2025-08-06 07:45,61,0
Guillaume,2025-08-06 08:00,94,0
Guillaume,2025-08-06 08:15,125,0
Guillaume,2025-08-06 08:30,171,0
Guillaume,2025-08-06 08:45,200,0
Guillaume,2025-08-06 09:00,256,0
Guillaume,2025-08-06 09:15,271,0
Guillaume,2025-08-06 09:30,474,0
Guillaume,2025-08-06 09:45,568,0
Guillaume,2025-08-06 10:00,729,0
Guillaume,2025-08-06 10:15,782,0
Guillaume,2025-08-06 10:30,964,0
Guillaume,2025-08-06 10:45,1071,0
Guillaume,2025-08-06 11:00,1180,0
Guillaume,2025-08-06 11:15,1287,0
Guillaume,2025-08-06 11:30,1371,0
Guillaume,2025-08-06 11:45,1438,0
Guillaume,2025-08-06 12:00,1519,0
Guillaume,2025-08-06 12:15,1581,0
Guillaume,2025-08-06 12:30,1644,0
Guillaume,2025-08-06 12:45,1677,0
Guillaume,2025-08-06 13:00,1734,0
Guillaume,2025-08-06 13:15,1748,0
Guillaume,2025-08-06 13:30,1764,0
Guillaume,2025-08-06 13:45,1764,0
Guillaume,2025-08-06 14:00,1784,0
Guillaume,2025-08-06 14:15,1775,0
Guillaume,2025-08-06 14:30,1769,0
Guillaume,2025-08-06 14:45,1762,0
Guillaume,2025-08-06 15:00,1740,0
Guillaume,2025-08-06 15:15,1716,0
Guillaume,2025-08-06 15:30,1677,0
Guillaume,2025-08-06 15:45,1632,0
Guillaume,2025-08-06 16:00,1586,0
Guillaume,2025-08-06 16:15,1552,0
Guillaume,2025-08-06 16:30,1514,0
Guillaume,2025-08-06 16:45,1382,0
Guillaume,2025-08-06 17:00,1337,0
Guillaume,2025-08-06 17:15,1025,0
Guillaume,2025-08-06 17:30,1292,0
Guillaume,2025-08-06 17:45,460,0
Guillaume,2025-08-06 18:00,463,0
Guillaume,2025-08-06 18:15,572,0
Guillaume,2025-08-06 18:30,751,0
Guillaume,2025-08-06 18:45,543,0
Guillaume,2025-08-06 19:00,459,0
Guillaume,2025-08-06 19:15,366,0
Guillaume,2025-08-06 19:30,244,0
Guillaume,2025-08-06 19:45,191,0
Guillaume,2025-08-06 20:00,107,0
Guillaume,2025-08-06 20:15,72,0
Guillaume,2025-08-06 20:30,84,0
Guillaume,2025-08-06 20:45,74,0
Guillaume,2025-08-06 21:15,38,0
Guillaume,2025-08-06 21:30,11,0
Guillaume,2025-08-06 22:30,0,0
Guillaume,2025-08-06 23:30,0,0
