Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-06-05 00:00,0,0
Guillaume,2025-06-05 01:00,0,0
Guillaume,2025-06-05 02:00,0,0
Guillaume,2025-06-05 03:00,0,0
Guillaume,2025-06-05 04:00,0,0
Guillaume,2025-06-05 05:00,0,0
Guillaume,2025-06-05 05:45,4,0
Guillaume,2025-06-05 06:00,13,0
Guillaume,2025-06-05 06:15,13,0
Guillaume,2025-06-05 06:30,26,0
Guillaume,2025-06-05 06:45,79,0
Guillaume,2025-06-05 07:00,76,0
Guillaume,2025-06-05 07:15,59,0
Guillaume,2025-06-05 07:30,220,0
Guillaume,2025-06-05 07:45,200,0
Guillaume,2025-06-05 08:00,135,0
Guillaume,2025-06-05 08:15,197,0
Guillaume,2025-06-05 08:30,271,0
Guillaume,2025-06-05 08:45,144,0
Guillaume,2025-06-05 09:00,312,0
Guillaume,2025-06-05 09:15,283,0
Guillaume,2025-06-05 09:30,351,0
Guillaume,2025-06-05 09:45,196,0
Guillaume,2025-06-05 10:00,221,0
Guillaume,2025-06-05 10:15,174,0
Guillaume,2025-06-05 10:30,363,0
Guillaume,2025-06-05 10:45,370,0
Guillaume,2025-06-05 11:00,401,0
Guillaume,2025-06-05 11:15,485,0
Guillaume,2025-06-05 11:30,423,0
Guillaume,2025-06-05 11:45,603,0
Guillaume,2025-06-05 12:00,392,0
Guillaume,2025-06-05 12:15,654,0
Guillaume,2025-06-05 12:30,547,0
Guillaume,2025-06-05 12:45,258,0
Guillaume,2025-06-05 13:00,557,0
Guillaume,2025-06-05 13:15,327,0
Guillaume,2025-06-05 13:30,296,0
Guillaume,2025-06-05 13:45,891,0
Guillaume,2025-06-05 14:00,902,0
Guillaume,2025-06-05 14:15,416,0
Guillaume,2025-06-05 14:30,552,0
Guillaume,2025-06-05 14:45,246,0
Guillaume,2025-06-05 15:00,349,0
Guillaume,2025-06-05 15:15,289,0
Guillaume,2025-06-05 15:30,175,0
Guillaume,2025-06-05 15:45,179,0
Guillaume,2025-06-05 16:00,129,0
Guillaume,2025-06-05 17:00,0,0
Guillaume,2025-06-05 18:00,0,0
Guillaume,2025-06-05 19:00,0,0
Guillaume,2025-06-05 20:00,0,0
Guillaume,2025-06-05 21:00,0,0
Guillaume,2025-06-05 22:00,0,0
Guillaume,2025-06-05 23:00,0,0
