Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-05-28 00:00,0,0
Guillaume,2025-05-28 01:00,0,0
Guillaume,2025-05-28 02:00,0,0
Guillaume,2025-05-28 03:00,0,0
Guillaume,2025-05-28 04:00,0,0
Guillaume,2025-05-28 05:00,0,0
Guillaume,2025-05-28 06:00,0,0
Guillaume,2025-05-28 06:15,5,0
Guillaume,2025-05-28 06:30,18,0
Guillaume,2025-05-28 06:45,17,0
Guillaume,2025-05-28 07:00,17,0
Guillaume,2025-05-28 07:15,16,0
Guillaume,2025-05-28 07:30,26,0
Guillaume,2025-05-28 07:45,28,0
Guillaume,2025-05-28 08:00,56,0
Guillaume,2025-05-28 08:15,56,0
Guillaume,2025-05-28 08:30,51,0
Guillaume,2025-05-28 08:45,48,0
Guillaume,2025-05-28 09:00,56,0
Guillaume,2025-05-28 09:15,76,0
Guillaume,2025-05-28 09:30,89,0
Guillaume,2025-05-28 09:45,201,0
Guillaume,2025-05-28 10:00,399,0
Guillaume,2025-05-28 10:15,370,0
Guillaume,2025-05-28 10:30,421,0
Guillaume,2025-05-28 10:45,386,0
Guillaume,2025-05-28 11:00,355,0
Guillaume,2025-05-28 11:15,324,0
Guillaume,2025-05-28 11:30,460,0
Guillaume,2025-05-28 11:45,486,0
Guillaume,2025-05-28 12:00,436,0
Guillaume,2025-05-28 12:15,396,0
Guillaume,2025-05-28 12:30,480,0
Guillaume,2025-05-28 12:45,849,0
Guillaume,2025-05-28 13:00,764,0
Guillaume,2025-05-28 13:15,543,0
Guillaume,2025-05-28 13:30,1457,0
Guillaume,2025-05-28 13:45,657,0
Guillaume,2025-05-28 14:45,0,0
Guillaume,2025-05-28 15:45,0,0
Guillaume,2025-05-28 16:45,0,0
Guillaume,2025-05-28 17:45,0,0
Guillaume,2025-05-28 18:45,0,0
Guillaume,2025-05-28 19:45,0,0
Guillaume,2025-05-28 20:45,0,0
Guillaume,2025-05-28 21:45,0,0
Guillaume,2025-05-28 22:45,0,0
Guillaume,2025-05-28 23:45,0,0
