Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-07-22 00:00,20,0
Guillaume,2025-07-22 00:15,44,0
Guillaume,2025-07-22 00:30,63,0
Guillaume,2025-07-22 00:45,92,0
Guillaume,2025-07-22 01:00,133,0
Guillaume,2025-07-22 01:15,131,0
Guillaume,2025-07-22 01:30,162,0
Guillaume,2025-07-22 01:45,280,0
Guillaume,2025-07-22 02:00,523,0
Guillaume,2025-07-22 02:15,465,0
Guillaume,2025-07-22 02:30,560,0
Guillaume,2025-07-22 02:45,652,0
Guillaume,2025-07-22 03:00,1024,0
Guillaume,2025-07-22 03:15,1280,0
Guillaume,2025-07-22 03:30,1278,0
Guillaume,2025-07-22 03:45,1355,0
Guillaume,2025-07-22 04:00,1412,0
Guillaume,2025-07-22 04:15,472,0
Guillaume,2025-07-22 04:30,387,0
Guillaume,2025-07-22 04:45,870,0
Guillaume,2025-07-22 05:00,372,0
Guillaume,2025-07-22 05:15,286,0
Guillaume,2025-07-22 05:30,287,0
Guillaume,2025-07-22 05:45,706,0
Guillaume,2025-07-22 06:00,714,0
Guillaume,2025-07-22 06:15,616,0
Guillaume,2025-07-22 06:30,604,0
Guillaume,2025-07-22 06:45,594,0
Guillaume,2025-07-22 07:00,637,0
Guillaume,2025-07-22 07:15,797,0
Guillaume,2025-07-22 07:30,995,0
Guillaume,2025-07-22 07:45,1387,0
Guillaume,2025-07-22 08:00,847,0
Guillaume,2025-07-22 08:15,835,0
Guillaume,2025-07-22 08:30,644,0
Guillaume,2025-07-22 08:45,1341,0
Guillaume,2025-07-22 09:00,481,0
Guillaume,2025-07-22 09:15,328,0
Guillaume,2025-07-22 09:30,1095,0
Guillaume,2025-07-22 09:45,400,0
Guillaume,2025-07-22 10:00,260,0
Guillaume,2025-07-22 10:15,451,0
Guillaume,2025-07-22 10:30,253,0
Guillaume,2025-07-22 10:45,143,0
Guillaume,2025-07-22 11:00,109,0
Guillaume,2025-07-22 11:15,81,0
Guillaume,2025-07-22 11:30,97,0
Guillaume,2025-07-22 11:45,61,0
Guillaume,2025-07-22 12:00,33,0
Guillaume,2025-07-22 12:15,16,0
Guillaume,2025-07-22 12:30,4,0
Guillaume,2025-07-22 13:30,0,0
Guillaume,2025-07-22 14:30,0,0
Guillaume,2025-07-22 15:30,0,0
Guillaume,2025-07-22 16:30,0,0
Guillaume,2025-07-22 17:30,0,0
Guillaume,2025-07-22 18:30,0,0
Guillaume,2025-07-22 19:30,0,0
Guillaume,2025-07-22 20:15,7,0
Guillaume,2025-07-22 20:30,20,0
Guillaume,2025-07-22 20:45,40,0
Guillaume,2025-07-22 21:00,70,0
Guillaume,2025-07-22 21:15,92,0
Guillaume,2025-07-22 21:30,125,0
Guillaume,2025-07-22 21:45,122,0
Guillaume,2025-07-22 22:00,170,0
Guillaume,2025-07-22 22:15,234,0
Guillaume,2025-07-22 22:30,421,0
Guillaume,2025-07-22 22:45,745,0
Guillaume,2025-07-22 23:00,719,0
Guillaume,2025-07-22 23:15,290,0
Guillaume,2025-07-22 23:30,1342,0
Guillaume,2025-07-22 23:45,1433,0
