Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-12 00:00,0,0
Guillaume,2025-08-12 01:00,0,0
Guillaume,2025-08-12 02:00,0,0
Guillaume,2025-08-12 03:00,0,0
Guillaume,2025-08-12 04:00,0,0
Guillaume,2025-08-12 05:00,0,0
Guillaume,2025-08-12 06:00,0,0
Guillaume,2025-08-12 07:00,0,0
Guillaume,2025-08-12 07:15,9,0
Guillaume,2025-08-12 07:30,19,0
Guillaume,2025-08-12 07:45,28,0
Guillaume,2025-08-12 08:00,45,0
Guillaume,2025-08-12 08:15,72,0
Guillaume,2025-08-12 08:30,77,0
Guillaume,2025-08-12 08:45,111,0
Guillaume,2025-08-12 09:00,121,0
Guillaume,2025-08-12 09:15,182,0
Guillaume,2025-08-12 09:30,263,0
Guillaume,2025-08-12 09:45,370,0
Guillaume,2025-08-12 10:00,368,0
Guillaume,2025-08-12 10:15,885,0
Guillaume,2025-08-12 10:30,1203,0
Guillaume,2025-08-12 10:45,1081,0
Guillaume,2025-08-12 11:00,1154,0
Guillaume,2025-08-12 11:15,1253,0
Guillaume,2025-08-12 11:30,1334,0
Guillaume,2025-08-12 11:45,1423,0
Guillaume,2025-08-12 12:00,1487,0
Guillaume,2025-08-12 12:15,1553,0
Guillaume,2025-08-12 12:30,1597,0
Guillaume,2025-08-12 12:45,1639,0
Guillaume,2025-08-12 13:00,1677,0
Guillaume,2025-08-12 13:15,1714,0
Guillaume,2025-08-12 13:30,1732,0
Guillaume,2025-08-12 13:45,1724,0
Guillaume,2025-08-12 14:00,1728,0
Guillaume,2025-08-12 14:15,1729,0
Guillaume,2025-08-12 14:30,1725,0
Guillaume,2025-08-12 14:45,1704,0
Guillaume,2025-08-12 15:00,1677,0
Guillaume,2025-08-12 15:15,1661,0
Guillaume,2025-08-12 15:30,1608,0
Guillaume,2025-08-12 15:45,1559,0
Guillaume,2025-08-12 16:00,1504,0
Guillaume,2025-08-12 16:15,1446,0
Guillaume,2025-08-12 16:30,1379,0
Guillaume,2025-08-12 16:45,1318,0
Guillaume,2025-08-12 17:00,1070,0
Guillaume,2025-08-12 17:15,850,0
Guillaume,2025-08-12 17:30,1078,0
Guillaume,2025-08-12 17:45,943,0
Guillaume,2025-08-12 18:00,847,0
Guillaume,2025-08-12 18:15,763,0
Guillaume,2025-08-12 18:30,668,0
Guillaume,2025-08-12 18:45,309,0
Guillaume,2025-08-12 19:00,450,0
Guillaume,2025-08-12 19:15,359,0
Guillaume,2025-08-12 19:30,284,0
Guillaume,2025-08-12 19:45,207,0
Guillaume,2025-08-12 20:00,137,0
Guillaume,2025-08-12 20:15,100,0
Guillaume,2025-08-12 20:30,78,0
Guillaume,2025-08-12 20:45,50,0
Guillaume,2025-08-12 21:00,24,0
Guillaume,2025-08-12 21:15,8,0
Guillaume,2025-08-12 22:15,0,0
Guillaume,2025-08-12 23:15,0,0
