Plant Name,Time,Production (W)
Guillaume,2025-08-25 07:15,0
Guillaume,2025-08-25 07:30,5
Guillaume,2025-08-25 07:45,18
Guillaume,2025-08-25 08:00,40
Guillaume,2025-08-25 08:15,68
Guillaume,2025-08-25 08:30,111
Guillaume,2025-08-25 08:45,147
Guillaume,2025-08-25 09:00,176
Guillaume,2025-08-25 09:15,343
Guillaume,2025-08-25 09:30,370
Guillaume,2025-08-25 09:45,414
Guillaume,2025-08-25 10:00,426
Guillaume,2025-08-25 10:15,411
Guillaume,2025-08-25 10:30,468
Guillaume,2025-08-25 10:45,1100
Guillaume,2025-08-25 11:00,1181
Guillaume,2025-08-25 11:15,1264
Guillaume,2025-08-25 11:30,1353
Guillaume,2025-08-25 11:45,1419
Guillaume,2025-08-25 12:00,1492
Guillaume,2025-08-25 12:15,1550
Guillaume,2025-08-25 12:30,1618
Guillaume,2025-08-25 12:45,1631
Guillaume,2025-08-25 13:00,1655
Guillaume,2025-08-25 13:15,1706
Guillaume,2025-08-25 13:30,1726
Guillaume,2025-08-25 13:45,1745
Guillaume,2025-08-25 14:00,1739
Guillaume,2025-08-25 14:15,1722
Guillaume,2025-08-25 14:30,1712
Guillaume,2025-08-25 14:45,1684
Guillaume,2025-08-25 15:00,1679
Guillaume,2025-08-25 15:15,1635
Guillaume,2025-08-25 15:30,1590
Guillaume,2025-08-25 15:45,1550
Guillaume,2025-08-25 16:00,1516
Guillaume,2025-08-25 16:15,1478
Guillaume,2025-08-25 16:30,1408
Guillaume,2025-08-25 16:45,1327
Guillaume,2025-08-25 17:00,1237
Guillaume,2025-08-25 17:15,1148
Guillaume,2025-08-25 17:30,1063
Guillaume,2025-08-25 17:45,965
Guillaume,2025-08-25 18:00,859
Guillaume,2025-08-25 18:15,750
Guillaume,2025-08-25 18:30,639
Guillaume,2025-08-25 18:45,533
Guillaume,2025-08-25 19:00,420
Guillaume,2025-08-25 19:15,314
Guillaume,2025-08-25 19:30,217
Guillaume,2025-08-25 19:45,139
Guillaume,2025-08-25 20:00,87
Guillaume,2025-08-25 20:15,61
Guillaume,2025-08-25 20:30,42
Guillaume,2025-08-25 20:45,23
Guillaume,2025-08-25 21:00,3
Guillaume,2025-08-25 21:15,0
Guillaume,2025-08-25 21:30,0
