Plant Name,Time,Production (W)
Guillaume,2025-04-05 07:30,0
Guillaume,2025-04-05 07:45,7
Guillaume,2025-04-05 08:00,17
Guillaume,2025-04-05 08:15,37
Guillaume,2025-04-05 08:30,69
Guillaume,2025-04-05 08:45,114
Guillaume,2025-04-05 09:00,164
Guillaume,2025-04-05 09:15,193
Guillaume,2025-04-05 09:30,222
Guillaume,2025-04-05 09:45,315
Guillaume,2025-04-05 10:00,389
Guillaume,2025-04-05 10:15,407
Guillaume,2025-04-05 10:30,487
Guillaume,2025-04-05 10:45,1043
Guillaume,2025-04-05 11:00,647
Guillaume,2025-04-05 11:15,595
Guillaume,2025-04-05 11:30,521
Guillaume,2025-04-05 11:45,871
Guillaume,2025-04-05 12:00,987
Guillaume,2025-04-05 12:15,1199
Guillaume,2025-04-05 12:30,1646
Guillaume,2025-04-05 12:45,1696
Guillaume,2025-04-05 13:00,1726
Guillaume,2025-04-05 13:15,1731
Guillaume,2025-04-05 13:30,1766
Guillaume,2025-04-05 13:45,1898
Guillaume,2025-04-05 14:00,1803
Guillaume,2025-04-05 14:15,1815
Guillaume,2025-04-05 14:30,1817
Guillaume,2025-04-05 14:45,1852
Guillaume,2025-04-05 15:00,1778
Guillaume,2025-04-05 15:15,1736
Guillaume,2025-04-05 15:30,1638
Guillaume,2025-04-05 15:45,1590
Guillaume,2025-04-05 16:00,1544
Guillaume,2025-04-05 16:15,1487
Guillaume,2025-04-05 16:30,1407
Guillaume,2025-04-05 16:45,1369
Guillaume,2025-04-05 17:00,692
Guillaume,2025-04-05 17:15,1152
Guillaume,2025-04-05 17:30,1014
Guillaume,2025-04-05 17:45,888
Guillaume,2025-04-05 18:00,795
Guillaume,2025-04-05 18:15,680
Guillaume,2025-04-05 18:30,551
Guillaume,2025-04-05 18:45,445
Guillaume,2025-04-05 19:00,332
Guillaume,2025-04-05 19:15,247
Guillaume,2025-04-05 19:30,174
Guillaume,2025-04-05 19:45,117
Guillaume,2025-04-05 20:00,73
Guillaume,2025-04-05 20:15,39
Guillaume,2025-04-05 20:30,15
Guillaume,2025-04-05 20:45,3
Guillaume,2025-04-05 21:00,0
Guillaume,2025-04-05 21:15,0
