Plant Name,Time,Production (W)
Guillaume,2025-04-14 07:15,0
Guillaume,2025-04-14 07:30,15
Guillaume,2025-04-14 07:45,43
Guillaume,2025-04-14 08:00,85
Guillaume,2025-04-14 08:15,95
Guillaume,2025-04-14 08:30,116
Guillaume,2025-04-14 08:45,146
Guillaume,2025-04-14 09:00,161
Guillaume,2025-04-14 09:15,213
Guillaume,2025-04-14 09:30,238
Guillaume,2025-04-14 09:45,426
Guillaume,2025-04-14 10:00,479
Guillaume,2025-04-14 10:15,613
Guillaume,2025-04-14 10:30,662
Guillaume,2025-04-14 10:45,486
Guillaume,2025-04-14 11:00,622
Guillaume,2025-04-14 11:15,1075
Guillaume,2025-04-14 11:30,841
Guillaume,2025-04-14 11:45,589
Guillaume,2025-04-14 12:00,1238
Guillaume,2025-04-14 12:15,839
Guillaume,2025-04-14 12:30,558
Guillaume,2025-04-14 12:45,555
Guillaume,2025-04-14 13:00,376
Guillaume,2025-04-14 13:15,286
Guillaume,2025-04-14 13:30,789
Guillaume,2025-04-14 13:45,118
Guillaume,2025-04-14 14:00,160
Guillaume,2025-04-14 14:15,552
Guillaume,2025-04-14 14:30,857
Guillaume,2025-04-14 14:45,466
Guillaume,2025-04-14 15:00,170
Guillaume,2025-04-14 15:15,599
Guillaume,2025-04-14 15:30,1781
Guillaume,2025-04-14 15:45,471
Guillaume,2025-04-14 16:00,514
Guillaume,2025-04-14 16:15,643
Guillaume,2025-04-14 16:30,307
Guillaume,2025-04-14 16:45,264
Guillaume,2025-04-14 17:00,379
Guillaume,2025-04-14 17:15,236
Guillaume,2025-04-14 17:30,564
Guillaume,2025-04-14 17:45,588
Guillaume,2025-04-14 18:00,405
Guillaume,2025-04-14 18:15,264
Guillaume,2025-04-14 18:30,154
Guillaume,2025-04-14 18:45,100
Guillaume,2025-04-14 19:00,109
Guillaume,2025-04-14 19:15,287
Guillaume,2025-04-14 19:30,316
Guillaume,2025-04-14 19:45,168
Guillaume,2025-04-14 20:00,101
Guillaume,2025-04-14 20:15,32
Guillaume,2025-04-14 20:30,16
Guillaume,2025-04-14 20:45,7
Guillaume,2025-04-14 21:00,0
Guillaume,2025-04-14 21:15,0
Guillaume,2025-04-14 21:30,0
