Plant Name,Time,Production (W)
Guillaume,2025-03-25 09:45,163
Guillaume,2025-03-25 10:00,220
Guillaume,2025-03-25 10:15,197
Guillaume,2025-03-25 10:30,306
Guillaume,2025-03-25 10:45,331
Guillaume,2025-03-25 11:00,437
Guillaume,2025-03-25 11:15,210
Guillaume,2025-03-25 11:30,232
Guillaume,2025-03-25 11:45,283
Guillaume,2025-03-25 12:00,283
Guillaume,2025-03-25 12:15,286
Guillaume,2025-03-25 12:30,370
Guillaume,2025-03-25 12:45,353
Guillaume,2025-03-25 13:00,438
Guillaume,2025-03-25 13:15,659
Guillaume,2025-03-25 13:30,976
Guillaume,2025-03-25 13:45,601
Guillaume,2025-03-25 14:00,416
Guillaume,2025-03-25 14:15,557
Guillaume,2025-03-25 14:30,633
Guillaume,2025-03-25 14:45,584
Guillaume,2025-03-25 15:00,455
Guillaume,2025-03-25 15:15,326
Guillaume,2025-03-25 15:30,936
Guillaume,2025-03-25 15:45,418
Guillaume,2025-03-25 16:00,256
Guillaume,2025-03-25 16:15,479
Guillaume,2025-03-25 16:30,185
Guillaume,2025-03-25 16:45,160
Guillaume,2025-03-25 17:00,177
Guillaume,2025-03-25 17:15,207
Guillaume,2025-03-25 17:30,160
Guillaume,2025-03-25 17:45,83
Guillaume,2025-03-25 18:00,79
Guillaume,2025-03-25 18:15,66
Guillaume,2025-03-25 18:30,18
Guillaume,2025-03-25 18:45,29
Guillaume,2025-03-25 19:00,26
Guillaume,2025-03-25 19:15,3
Guillaume,2025-03-25 19:30,0
Guillaume,2025-03-25 19:45,0
