Plant Name,Time,Production (W)
Guillaume,2025-05-12 06:45,3
Guillaume,2025-05-12 07:00,9
Guillaume,2025-05-12 07:15,62
Guillaume,2025-05-12 07:30,84
Guillaume,2025-05-12 07:45,64
Guillaume,2025-05-12 08:00,72
Guillaume,2025-05-12 08:15,91
Guillaume,2025-05-12 08:30,88
Guillaume,2025-05-12 08:45,103
Guillaume,2025-05-12 09:00,183
Guillaume,2025-05-12 09:15,131
Guillaume,2025-05-12 09:30,143
Guillaume,2025-05-12 09:45,77
Guillaume,2025-05-12 10:00,97
Guillaume,2025-05-12 10:15,109
Guillaume,2025-05-12 10:30,98
Guillaume,2025-05-12 10:45,146
Guillaume,2025-05-12 11:00,190
Guillaume,2025-05-12 11:15,159
Guillaume,2025-05-12 11:30,145
Guillaume,2025-05-12 11:45,487
Guillaume,2025-05-12 12:00,1966
Guillaume,2025-05-12 12:15,403
Guillaume,2025-05-12 12:30,478
Guillaume,2025-05-12 12:45,534
Guillaume,2025-05-12 13:00,615
Guillaume,2025-05-12 13:15,928
Guillaume,2025-05-12 13:30,1216
Guillaume,2025-05-12 13:45,590
Guillaume,2025-05-12 14:00,997
Guillaume,2025-05-12 14:15,735
Guillaume,2025-05-12 14:30,948
Guillaume,2025-05-12 14:45,592
Guillaume,2025-05-12 15:00,377
Guillaume,2025-05-12 15:15,357
Guillaume,2025-05-12 15:30,568
Guillaume,2025-05-12 15:45,581
Guillaume,2025-05-12 16:00,588
Guillaume,2025-05-12 16:15,675
Guillaume,2025-05-12 16:30,372
Guillaume,2025-05-12 16:45,420
Guillaume,2025-05-12 17:00,65
Guillaume,2025-05-12 17:15,478
Guillaume,2025-05-12 17:30,496
Guillaume,2025-05-12 17:45,410
Guillaume,2025-05-12 18:00,318
Guillaume,2025-05-12 18:15,290
Guillaume,2025-05-12 18:30,323
Guillaume,2025-05-12 18:45,210
Guillaume,2025-05-12 19:00,324
Guillaume,2025-05-12 19:15,352
Guillaume,2025-05-12 19:30,158
Guillaume,2025-05-12 19:45,117
Guillaume,2025-05-12 20:00,150
Guillaume,2025-05-12 20:15,156
Guillaume,2025-05-12 20:30,157
Guillaume,2025-05-12 20:45,104
Guillaume,2025-05-12 21:00,59
Guillaume,2025-05-12 21:15,12
Guillaume,2025-05-12 21:30,0
Guillaume,2025-05-12 21:45,0
Guillaume,2025-05-12 22:00,0
