Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-07-21 00:00,0,0
Guillaume,2025-07-21 01:00,0,0
Guillaume,2025-07-21 02:00,0,0
Guillaume,2025-07-21 03:00,9,0
Guillaume,2025-07-21 03:15,20,0
Guillaume,2025-07-21 03:30,34,0
Guillaume,2025-07-21 04:00,70,0
Guillaume,2025-07-21 04:15,104,0
Guillaume,2025-07-21 04:30,112,0
Guillaume,2025-07-21 04:45,131,0
Guillaume,2025-07-21 05:00,242,0
Guillaume,2025-07-21 05:15,420,0
Guillaume,2025-07-21 05:30,535,0
Guillaume,2025-07-21 05:45,773,0
Guillaume,2025-07-21 06:00,888,0
Guillaume,2025-07-21 06:15,1065,0
Guillaume,2025-07-21 06:30,1132,0
Guillaume,2025-07-21 06:45,1143,0
Guillaume,2025-07-21 07:00,1399,0
Guillaume,2025-07-21 07:15,673,0
Guillaume,2025-07-21 07:30,1718,0
Guillaume,2025-07-21 07:45,420,0
Guillaume,2025-07-21 08:00,880,0
Guillaume,2025-07-21 08:15,2010,0
Guillaume,2025-07-21 08:30,1250,0
Guillaume,2025-07-21 08:45,446,0
Guillaume,2025-07-21 09:00,525,0
Guillaume,2025-07-21 09:15,1806,0
Guillaume,2025-07-21 09:30,289,0
Guillaume,2025-07-21 09:45,418,0
Guillaume,2025-07-21 10:00,689,0
Guillaume,2025-07-21 10:15,837,0
Guillaume,2025-07-21 10:30,903,0
Guillaume,2025-07-21 10:45,837,0
Guillaume,2025-07-21 11:00,783,0
Guillaume,2025-07-21 11:15,812,0
Guillaume,2025-07-21 11:30,889,0
Guillaume,2025-07-21 11:45,1433,0
Guillaume,2025-07-21 12:00,744,0
Guillaume,2025-07-21 12:15,549,0
Guillaume,2025-07-21 12:30,420,0
Guillaume,2025-07-21 12:45,1162,0
Guillaume,2025-07-21 13:00,1042,0
Guillaume,2025-07-21 13:15,302,0
Guillaume,2025-07-21 13:30,665,0
Guillaume,2025-07-21 13:45,420,0
Guillaume,2025-07-21 14:00,312,0
Guillaume,2025-07-21 14:15,212,0
Guillaume,2025-07-21 14:30,147,0
Guillaume,2025-07-21 14:45,110,0
Guillaume,2025-07-21 15:00,93,0
Guillaume,2025-07-21 15:15,59,0
Guillaume,2025-07-21 15:30,31,0
Guillaume,2025-07-21 15:45,13,0
Guillaume,2025-07-21 16:00,4,0
Guillaume,2025-07-21 17:00,0,0
Guillaume,2025-07-21 18:00,0,0
Guillaume,2025-07-21 19:00,0,0
Guillaume,2025-07-21 20:00,0,0
Guillaume,2025-07-21 21:00,0,0
Guillaume,2025-07-21 22:00,0,0
Guillaume,2025-07-21 23:00,0,0
Guillaume,2025-07-21 23:45,9,0
