Plant Name,Time,Production (W)
Guillaume,2025-08-20 07:30,0
Guillaume,2025-08-20 07:45,0
Guillaume,2025-08-20 08:00,6
Guillaume,2025-08-20 08:15,13
Guillaume,2025-08-20 08:30,23
Guillaume,2025-08-20 08:45,89
Guillaume,2025-08-20 09:00,54
Guillaume,2025-08-20 09:15,85
Guillaume,2025-08-20 09:30,121
Guillaume,2025-08-20 09:45,195
Guillaume,2025-08-20 10:00,155
Guillaume,2025-08-20 10:15,259
Guillaume,2025-08-20 10:30,228
Guillaume,2025-08-20 10:45,375
Guillaume,2025-08-20 11:00,179
Guillaume,2025-08-20 11:15,360
Guillaume,2025-08-20 11:30,306
Guillaume,2025-08-20 11:45,541
Guillaume,2025-08-20 12:00,673
Guillaume,2025-08-20 12:15,718
Guillaume,2025-08-20 12:30,523
Guillaume,2025-08-20 12:45,596
Guillaume,2025-08-20 13:00,804
Guillaume,2025-08-20 13:15,1185
Guillaume,2025-08-20 13:30,1044
Guillaume,2025-08-20 13:45,806
Guillaume,2025-08-20 14:00,1548
Guillaume,2025-08-20 14:15,977
Guillaume,2025-08-20 14:30,847
Guillaume,2025-08-20 14:45,1130
Guillaume,2025-08-20 15:00,266
Guillaume,2025-08-20 15:15,14
Guillaume,2025-08-20 15:30,43
Guillaume,2025-08-20 15:45,9
Guillaume,2025-08-20 16:00,60
Guillaume,2025-08-20 16:15,83
Guillaume,2025-08-20 16:30,179
Guillaume,2025-08-20 16:45,115
Guillaume,2025-08-20 17:00,322
Guillaume,2025-08-20 17:15,146
Guillaume,2025-08-20 17:30,397
Guillaume,2025-08-20 17:45,238
Guillaume,2025-08-20 18:00,77
Guillaume,2025-08-20 18:15,84
Guillaume,2025-08-20 18:30,73
Guillaume,2025-08-20 18:45,70
Guillaume,2025-08-20 19:00,45
Guillaume,2025-08-20 19:15,65
Guillaume,2025-08-20 19:30,59
Guillaume,2025-08-20 19:45,49
Guillaume,2025-08-20 20:00,38
Guillaume,2025-08-20 20:15,19
Guillaume,2025-08-20 20:30,23
Guillaume,2025-08-20 20:45,16
Guillaume,2025-08-20 21:00,0
Guillaume,2025-08-20 21:15,0
Guillaume,2025-08-20 21:30,0
