Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-17 00:00,0,0
Guillaume,2025-08-17 01:00,0,0
Guillaume,2025-08-17 02:00,0,0
Guillaume,2025-08-17 03:00,0,0
Guillaume,2025-08-17 04:00,0,0
Guillaume,2025-08-17 05:00,0,0
Guillaume,2025-08-17 06:00,0,0
Guillaume,2025-08-17 07:00,0,0
Guillaume,2025-08-17 08:00,0,0
Guillaume,2025-08-17 08:15,103,0
Guillaume,2025-08-17 08:45,127,0
Guillaume,2025-08-17 09:00,224,0
Guillaume,2025-08-17 09:15,286,0
Guillaume,2025-08-17 09:30,387,0
Guillaume,2025-08-17 09:45,492,0
Guillaume,2025-08-17 10:00,457,0
Guillaume,2025-08-17 10:15,550,0
Guillaume,2025-08-17 10:30,782,0
Guillaume,2025-08-17 10:45,969,0
Guillaume,2025-08-17 11:00,1088,0
Guillaume,2025-08-17 11:15,1107,0
Guillaume,2025-08-17 11:30,1215,0
Guillaume,2025-08-17 11:45,1273,0
Guillaume,2025-08-17 12:00,1209,0
Guillaume,2025-08-17 12:15,1343,0
Guillaume,2025-08-17 12:30,1440,0
Guillaume,2025-08-17 12:45,1490,0
Guillaume,2025-08-17 13:00,1495,0
Guillaume,2025-08-17 13:15,1502,0
Guillaume,2025-08-17 13:30,1579,0
Guillaume,2025-08-17 13:45,1562,0
Guillaume,2025-08-17 14:00,1654,0
Guillaume,2025-08-17 14:15,1632,0
Guillaume,2025-08-17 14:30,1653,0
Guillaume,2025-08-17 14:45,1404,0
Guillaume,2025-08-17 15:00,1505,0
Guillaume,2025-08-17 15:15,1573,0
Guillaume,2025-08-17 15:30,1407,0
Guillaume,2025-08-17 15:45,1474,0
Guillaume,2025-08-17 16:00,1399,0
Guillaume,2025-08-17 16:15,1326,0
Guillaume,2025-08-17 16:30,1192,0
Guillaume,2025-08-17 16:45,1164,0
Guillaume,2025-08-17 17:00,1018,0
Guillaume,2025-08-17 17:15,910,0
Guillaume,2025-08-17 17:30,829,0
Guillaume,2025-08-17 17:45,779,0
Guillaume,2025-08-17 18:00,330,0
Guillaume,2025-08-17 18:15,762,0
Guillaume,2025-08-17 18:30,568,0
Guillaume,2025-08-17 18:45,456,0
Guillaume,2025-08-17 19:00,295,0
Guillaume,2025-08-17 19:15,264,0
Guillaume,2025-08-17 19:30,256,0
Guillaume,2025-08-17 19:45,152,0
Guillaume,2025-08-17 20:00,86,0
Guillaume,2025-08-17 20:15,50,0
Guillaume,2025-08-17 20:30,33,0
Guillaume,2025-08-17 20:45,23,0
Guillaume,2025-08-17 21:00,7,0
Guillaume,2025-08-17 22:00,0,0
Guillaume,2025-08-17 23:00,0,0
