Plant Name,Time,Production (W)
Guillaume,2025-03-30 08:00,4
Guillaume,2025-03-30 08:15,24
Guillaume,2025-03-30 08:30,46
Guillaume,2025-03-30 08:45,86
Guillaume,2025-03-30 09:00,125
Guillaume,2025-03-30 09:15,175
Guillaume,2025-03-30 09:30,237
Guillaume,2025-03-30 09:45,260
Guillaume,2025-03-30 10:00,255
Guillaume,2025-03-30 10:15,243
Guillaume,2025-03-30 10:30,269
Guillaume,2025-03-30 10:45,432
Guillaume,2025-03-30 11:00,309
Guillaume,2025-03-30 11:15,376
Guillaume,2025-03-30 11:30,362
Guillaume,2025-03-30 11:45,345
Guillaume,2025-03-30 12:00,329
Guillaume,2025-03-30 12:15,360
Guillaume,2025-03-30 12:30,371
Guillaume,2025-03-30 12:45,645
Guillaume,2025-03-30 13:00,653
Guillaume,2025-03-30 13:15,2242
Guillaume,2025-03-30 13:30,853
Guillaume,2025-03-30 13:45,627
Guillaume,2025-03-30 14:00,695
Guillaume,2025-03-30 14:15,2033
Guillaume,2025-03-30 14:30,1938
Guillaume,2025-03-30 14:45,1900
Guillaume,2025-03-30 15:00,1886
Guillaume,2025-03-30 15:15,1862
Guillaume,2025-03-30 15:30,1835
Guillaume,2025-03-30 15:45,1763
Guillaume,2025-03-30 16:00,1699
Guillaume,2025-03-30 16:15,1635
Guillaume,2025-03-30 16:30,1574
Guillaume,2025-03-30 16:45,1485
Guillaume,2025-03-30 17:00,1387
Guillaume,2025-03-30 17:15,1305
Guillaume,2025-03-30 17:30,1194
Guillaume,2025-03-30 17:45,1090
Guillaume,2025-03-30 18:00,961
Guillaume,2025-03-30 18:15,846
Guillaume,2025-03-30 18:30,704
Guillaume,2025-03-30 18:45,580
Guillaume,2025-03-30 19:00,446
Guillaume,2025-03-30 19:15,322
Guillaume,2025-03-30 19:30,204
Guillaume,2025-03-30 19:45,111
Guillaume,2025-03-30 20:00,57
Guillaume,2025-03-30 20:15,30
Guillaume,2025-03-30 20:30,10
Guillaume,2025-03-30 20:45,0
Guillaume,2025-03-30 21:00,0
Guillaume,2025-03-30 21:15,0
