Plant Name,Time,Production (W)
Guillaume,2025-05-22 06:15,0
Guillaume,2025-05-22 06:30,12
Guillaume,2025-05-22 06:45,25
Guillaume,2025-05-22 07:00,41
Guillaume,2025-05-22 07:15,68
Guillaume,2025-05-22 07:30,77
Guillaume,2025-05-22 07:45,144
Guillaume,2025-05-22 08:00,110
Guillaume,2025-05-22 08:15,125
Guillaume,2025-05-22 08:30,142
Guillaume,2025-05-22 08:45,208
Guillaume,2025-05-22 09:00,276
Guillaume,2025-05-22 09:15,649
Guillaume,2025-05-22 09:30,686
Guillaume,2025-05-22 09:45,791
Guillaume,2025-05-22 10:00,928
Guillaume,2025-05-22 10:15,1036
Guillaume,2025-05-22 10:30,1132
Guillaume,2025-05-22 10:45,1229
Guillaume,2025-05-22 11:00,1334
Guillaume,2025-05-22 11:15,1411
Guillaume,2025-05-22 11:30,1478
Guillaume,2025-05-22 11:45,1559
Guillaume,2025-05-22 12:00,1621
Guillaume,2025-05-22 12:15,1669
Guillaume,2025-05-22 12:30,1745
Guillaume,2025-05-22 12:45,1775
Guillaume,2025-05-22 13:00,1858
Guillaume,2025-05-22 13:15,1822
Guillaume,2025-05-22 13:30,1880
Guillaume,2025-05-22 13:45,1907
Guillaume,2025-05-22 14:00,1961
Guillaume,2025-05-22 14:15,1959
Guillaume,2025-05-22 14:30,1950
Guillaume,2025-05-22 14:45,1980
Guillaume,2025-05-22 15:00,2053
Guillaume,2025-05-22 15:15,477
Guillaume,2025-05-22 15:30,895
Guillaume,2025-05-22 15:45,593
Guillaume,2025-05-22 16:00,505
Guillaume,2025-05-22 16:15,535
Guillaume,2025-05-22 16:30,817
Guillaume,2025-05-22 16:45,376
Guillaume,2025-05-22 17:00,438
Guillaume,2025-05-22 17:15,413
Guillaume,2025-05-22 17:30,606
Guillaume,2025-05-22 17:45,356
Guillaume,2025-05-22 18:00,349
Guillaume,2025-05-22 18:15,393
Guillaume,2025-05-22 18:30,876
Guillaume,2025-05-22 18:45,723
Guillaume,2025-05-22 19:00,536
Guillaume,2025-05-22 19:15,270
Guillaume,2025-05-22 19:30,152
Guillaume,2025-05-22 19:45,189
Guillaume,2025-05-22 20:00,249
Guillaume,2025-05-22 20:15,173
Guillaume,2025-05-22 20:30,97
Guillaume,2025-05-22 20:45,110
Guillaume,2025-05-22 21:00,59
Guillaume,2025-05-22 21:15,37
Guillaume,2025-05-22 21:30,17
Guillaume,2025-05-22 21:45,3
Guillaume,2025-05-22 22:00,0
Guillaume,2025-05-22 22:15,0
