Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-07-27 00:00,0,0
Guillaume,2025-07-27 01:00,0,0
Guillaume,2025-07-27 02:00,0,0
Guillaume,2025-07-27 03:00,0,0
Guillaume,2025-07-27 04:00,0,0
Guillaume,2025-07-27 05:00,0,0
Guillaume,2025-07-27 06:00,0,0
Guillaume,2025-07-27 06:45,7,0
Guillaume,2025-07-27 07:00,21,0
Guillaume,2025-07-27 07:15,20,0
Guillaume,2025-07-27 07:30,45,0
Guillaume,2025-07-27 07:45,66,0
Guillaume,2025-07-27 08:00,99,0
Guillaume,2025-07-27 08:15,133,0
Guillaume,2025-07-27 08:30,165,0
Guillaume,2025-07-27 08:45,178,0
Guillaume,2025-07-27 09:00,216,0
Guillaume,2025-07-27 09:15,264,0
Guillaume,2025-07-27 09:30,269,0
Guillaume,2025-07-27 09:45,375,0
Guillaume,2025-07-27 10:00,324,0
Guillaume,2025-07-27 10:15,476,0
Guillaume,2025-07-27 10:30,732,0
Guillaume,2025-07-27 10:45,572,0
Guillaume,2025-07-27 11:00,538,0
Guillaume,2025-07-27 11:15,681,0
Guillaume,2025-07-27 11:30,900,0
Guillaume,2025-07-27 11:45,848,0
Guillaume,2025-07-27 12:00,890,0
Guillaume,2025-07-27 12:15,728,0
Guillaume,2025-07-27 12:30,722,0
Guillaume,2025-07-27 12:45,660,0
Guillaume,2025-07-27 13:00,332,0
Guillaume,2025-07-27 13:15,458,0
Guillaume,2025-07-27 13:30,904,0
Guillaume,2025-07-27 13:45,675,0
Guillaume,2025-07-27 14:00,545,0
Guillaume,2025-07-27 14:15,754,0
Guillaume,2025-07-27 14:30,600,0
Guillaume,2025-07-27 14:45,616,0
Guillaume,2025-07-27 15:00,736,0
Guillaume,2025-07-27 15:15,1180,0
Guillaume,2025-07-27 15:30,699,0
Guillaume,2025-07-27 15:45,804,0
Guillaume,2025-07-27 16:00,1575,0
Guillaume,2025-07-27 16:15,995,0
Guillaume,2025-07-27 16:30,1395,0
Guillaume,2025-07-27 16:45,631,0
Guillaume,2025-07-27 17:00,247,0
Guillaume,2025-07-27 17:15,148,0
Guillaume,2025-07-27 17:30,137,0
Guillaume,2025-07-27 17:45,65,0
Guillaume,2025-07-27 18:00,83,0
Guillaume,2025-07-27 18:15,89,0
Guillaume,2025-07-27 18:30,100,0
Guillaume,2025-07-27 18:45,104,0
Guillaume,2025-07-27 19:00,98,0
Guillaume,2025-07-27 19:15,99,0
Guillaume,2025-07-27 19:30,70,0
Guillaume,2025-07-27 19:45,29,0
Guillaume,2025-07-27 20:00,29,0
Guillaume,2025-07-27 20:15,28,0
Guillaume,2025-07-27 20:30,26,0
Guillaume,2025-07-27 20:45,10,0
Guillaume,2025-07-27 21:00,3,0
Guillaume,2025-07-27 22:00,0,0
Guillaume,2025-07-27 23:00,0,0
