Plant Name,Time,Production (W)
Guillaume,2025-04-29 06:45,0
Guillaume,2025-04-29 07:00,10
Guillaume,2025-04-29 07:15,23
Guillaume,2025-04-29 07:30,35
Guillaume,2025-04-29 07:45,45
Guillaume,2025-04-29 08:00,54
Guillaume,2025-04-29 08:15,65
Guillaume,2025-04-29 08:30,85
Guillaume,2025-04-29 08:45,129
Guillaume,2025-04-29 09:00,305
Guillaume,2025-04-29 09:15,429
Guillaume,2025-04-29 09:30,618
Guillaume,2025-04-29 09:45,722
Guillaume,2025-04-29 10:00,663
Guillaume,2025-04-29 10:15,976
Guillaume,2025-04-29 10:30,1138
Guillaume,2025-04-29 10:45,1233
Guillaume,2025-04-29 11:00,1323
Guillaume,2025-04-29 11:15,1399
Guillaume,2025-04-29 11:30,1474
Guillaume,2025-04-29 11:45,1548
Guillaume,2025-04-29 12:00,1602
Guillaume,2025-04-29 12:15,1654
Guillaume,2025-04-29 12:30,1699
Guillaume,2025-04-29 12:45,1730
Guillaume,2025-04-29 13:00,1770
Guillaume,2025-04-29 13:15,1789
Guillaume,2025-04-29 13:30,1816
Guillaume,2025-04-29 13:45,1826
Guillaume,2025-04-29 14:00,1829
Guillaume,2025-04-29 14:15,1827
Guillaume,2025-04-29 14:30,1816
Guillaume,2025-04-29 14:45,1794
Guillaume,2025-04-29 15:00,1771
Guillaume,2025-04-29 15:15,1731
Guillaume,2025-04-29 15:30,1715
Guillaume,2025-04-29 15:45,1660
Guillaume,2025-04-29 16:00,1612
Guillaume,2025-04-29 16:15,1533
Guillaume,2025-04-29 16:30,1470
Guillaume,2025-04-29 16:45,1399
Guillaume,2025-04-29 17:00,1306
Guillaume,2025-04-29 17:15,1211
Guillaume,2025-04-29 17:30,1136
Guillaume,2025-04-29 17:45,1029
Guillaume,2025-04-29 18:00,924
Guillaume,2025-04-29 18:15,812
Guillaume,2025-04-29 18:30,695
Guillaume,2025-04-29 18:45,572
Guillaume,2025-04-29 19:00,453
Guillaume,2025-04-29 19:15,333
Guillaume,2025-04-29 19:30,230
Guillaume,2025-04-29 19:45,142
Guillaume,2025-04-29 20:00,94
Guillaume,2025-04-29 20:15,72
Guillaume,2025-04-29 20:30,57
Guillaume,2025-04-29 20:45,39
Guillaume,2025-04-29 21:00,19
Guillaume,2025-04-29 21:15,5
Guillaume,2025-04-29 21:30,0
Guillaume,2025-04-29 21:45,0
