Plant Name,Time,Production (W)
Guillaume,2025-04-19 07:15,4
Guillaume,2025-04-19 07:30,36
Guillaume,2025-04-19 07:45,28
Guillaume,2025-04-19 08:00,34
Guillaume,2025-04-19 08:15,36
Guillaume,2025-04-19 08:30,58
Guillaume,2025-04-19 08:45,51
Guillaume,2025-04-19 09:00,48
Guillaume,2025-04-19 09:15,49
Guillaume,2025-04-19 09:30,86
Guillaume,2025-04-19 09:45,142
Guillaume,2025-04-19 10:00,224
Guillaume,2025-04-19 10:15,138
Guillaume,2025-04-19 10:30,174
Guillaume,2025-04-19 10:45,110
Guillaume,2025-04-19 11:00,230
Guillaume,2025-04-19 11:15,442
Guillaume,2025-04-19 11:30,379
Guillaume,2025-04-19 11:45,362
Guillaume,2025-04-19 12:00,523
Guillaume,2025-04-19 12:15,466
Guillaume,2025-04-19 12:30,602
Guillaume,2025-04-19 12:45,705
Guillaume,2025-04-19 13:00,341
Guillaume,2025-04-19 13:15,340
Guillaume,2025-04-19 13:30,523
Guillaume,2025-04-19 13:45,356
Guillaume,2025-04-19 14:00,243
Guillaume,2025-04-19 14:15,206
Guillaume,2025-04-19 14:30,307
Guillaume,2025-04-19 14:45,457
Guillaume,2025-04-19 15:00,344
Guillaume,2025-04-19 15:15,233
Guillaume,2025-04-19 15:30,222
Guillaume,2025-04-19 15:45,89
Guillaume,2025-04-19 16:00,175
Guillaume,2025-04-19 16:15,99
Guillaume,2025-04-19 16:30,188
Guillaume,2025-04-19 16:45,147
Guillaume,2025-04-19 17:00,162
Guillaume,2025-04-19 17:15,188
Guillaume,2025-04-19 17:30,78
Guillaume,2025-04-19 17:45,45
Guillaume,2025-04-19 18:00,144
Guillaume,2025-04-19 18:15,178
Guillaume,2025-04-19 18:30,204
Guillaume,2025-04-19 18:45,140
Guillaume,2025-04-19 19:00,140
Guillaume,2025-04-19 19:15,72
Guillaume,2025-04-19 19:30,109
Guillaume,2025-04-19 19:45,81
Guillaume,2025-04-19 20:00,60
Guillaume,2025-04-19 20:15,20
Guillaume,2025-04-19 20:30,4
Guillaume,2025-04-19 20:45,0
Guillaume,2025-04-19 21:00,0
Guillaume,2025-04-19 21:15,0
