Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-04 00:00,0,0
Guillaume,2025-08-04 01:00,0,0
Guillaume,2025-08-04 02:00,0,0
Guillaume,2025-08-04 03:00,0,0
Guillaume,2025-08-04 04:00,0,0
Guillaume,2025-08-04 05:00,0,0
Guillaume,2025-08-04 06:00,0,0
Guillaume,2025-08-04 07:00,10,0
Guillaume,2025-08-04 07:15,25,0
Guillaume,2025-08-04 07:30,59,0
Guillaume,2025-08-04 07:45,64,0
Guillaume,2025-08-04 08:00,79,0
Guillaume,2025-08-04 08:15,136,0
Guillaume,2025-08-04 08:30,174,0
Guillaume,2025-08-04 08:45,148,0
Guillaume,2025-08-04 09:00,184,0
Guillaume,2025-08-04 09:15,164,0
Guillaume,2025-08-04 09:30,405,0
Guillaume,2025-08-04 09:45,418,0
Guillaume,2025-08-04 10:00,377,0
Guillaume,2025-08-04 10:15,712,0
Guillaume,2025-08-04 10:30,1059,0
Guillaume,2025-08-04 10:45,1140,0
Guillaume,2025-08-04 11:00,1236,0
Guillaume,2025-08-04 11:15,1321,0
Guillaume,2025-08-04 11:30,1405,0
Guillaume,2025-08-04 11:45,1471,0
Guillaume,2025-08-04 12:00,1537,0
Guillaume,2025-08-04 12:15,1596,0
Guillaume,2025-08-04 12:30,1644,0
Guillaume,2025-08-04 12:45,1693,0
Guillaume,2025-08-04 13:00,1745,0
Guillaume,2025-08-04 13:15,1763,0
Guillaume,2025-08-04 13:30,1797,0
Guillaume,2025-08-04 13:45,1806,0
Guillaume,2025-08-04 14:00,1808,0
Guillaume,2025-08-04 14:15,1816,0
Guillaume,2025-08-04 14:30,1808,0
Guillaume,2025-08-04 14:45,1807,0
Guillaume,2025-08-04 15:00,1768,0
Guillaume,2025-08-04 15:15,1761,0
Guillaume,2025-08-04 15:30,1730,0
Guillaume,2025-08-04 15:45,1679,0
Guillaume,2025-08-04 16:00,1628,0
Guillaume,2025-08-04 16:15,1563,0
Guillaume,2025-08-04 16:30,1517,0
Guillaume,2025-08-04 16:45,1445,0
Guillaume,2025-08-04 17:00,1311,0
Guillaume,2025-08-04 17:15,657,0
Guillaume,2025-08-04 17:30,751,0
Guillaume,2025-08-04 17:45,1246,0
Guillaume,2025-08-04 18:00,1056,0
Guillaume,2025-08-04 18:15,878,0
Guillaume,2025-08-04 18:30,772,0
Guillaume,2025-08-04 18:45,671,0
Guillaume,2025-08-04 19:00,573,0
Guillaume,2025-08-04 19:15,225,0
Guillaume,2025-08-04 19:30,447,0
Guillaume,2025-08-04 19:45,292,0
Guillaume,2025-08-04 20:00,131,0
Guillaume,2025-08-04 20:15,81,0
Guillaume,2025-08-04 20:30,68,0
Guillaume,2025-08-04 20:45,55,0
Guillaume,2025-08-04 21:00,42,0
Guillaume,2025-08-04 21:15,20,0
Guillaume,2025-08-04 21:30,7,0
Guillaume,2025-08-04 22:30,0,0
Guillaume,2025-08-04 23:30,0,0
