Plant Name,Time,Production (W)
Guillaume,2025-08-22 07:00,0
Guillaume,2025-08-22 07:15,11
Guillaume,2025-08-22 07:30,25
Guillaume,2025-08-22 07:45,40
Guillaume,2025-08-22 08:00,56
Guillaume,2025-08-22 08:15,71
Guillaume,2025-08-22 08:30,89
Guillaume,2025-08-22 08:45,104
Guillaume,2025-08-22 09:00,197
Guillaume,2025-08-22 09:15,262
Guillaume,2025-08-22 09:30,391
Guillaume,2025-08-22 09:45,426
Guillaume,2025-08-22 10:00,323
Guillaume,2025-08-22 10:15,461
Guillaume,2025-08-22 10:30,781
Guillaume,2025-08-22 10:45,1140
Guillaume,2025-08-22 11:00,1243
Guillaume,2025-08-22 11:15,1330
Guillaume,2025-08-22 11:30,1415
Guillaume,2025-08-22 11:45,1474
Guillaume,2025-08-22 12:00,1533
Guillaume,2025-08-22 12:15,1626
Guillaume,2025-08-22 12:30,1660
Guillaume,2025-08-22 12:45,1738
Guillaume,2025-08-22 13:00,1872
Guillaume,2025-08-22 13:15,2005
Guillaume,2025-08-22 13:30,483
Guillaume,2025-08-22 13:45,2001
Guillaume,2025-08-22 14:00,918
Guillaume,2025-08-22 14:15,743
Guillaume,2025-08-22 14:30,1987
Guillaume,2025-08-22 14:45,839
Guillaume,2025-08-22 15:00,2115
Guillaume,2025-08-22 15:15,1491
Guillaume,2025-08-22 15:30,1879
Guillaume,2025-08-22 15:45,1696
Guillaume,2025-08-22 16:00,1595
Guillaume,2025-08-22 16:15,1495
Guillaume,2025-08-22 16:30,1432
Guillaume,2025-08-22 16:45,1473
Guillaume,2025-08-22 17:00,578
Guillaume,2025-08-22 17:15,1198
Guillaume,2025-08-22 17:30,1126
Guillaume,2025-08-22 17:45,973
Guillaume,2025-08-22 18:00,871
Guillaume,2025-08-22 18:15,823
Guillaume,2025-08-22 18:30,729
Guillaume,2025-08-22 18:45,643
Guillaume,2025-08-22 19:00,522
Guillaume,2025-08-22 19:15,355
Guillaume,2025-08-22 19:30,258
Guillaume,2025-08-22 19:45,140
Guillaume,2025-08-22 20:00,84
Guillaume,2025-08-22 20:15,60
Guillaume,2025-08-22 20:30,41
Guillaume,2025-08-22 20:45,21
Guillaume,2025-08-22 21:00,6
Guillaume,2025-08-22 21:15,0
Guillaume,2025-08-22 21:30,0
