Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-05 00:00,0,0
Guillaume,2025-08-05 01:00,0,0
Guillaume,2025-08-05 02:00,0,0
Guillaume,2025-08-05 03:00,0,0
Guillaume,2025-08-05 04:00,0,0
Guillaume,2025-08-05 05:00,0,0
Guillaume,2025-08-05 06:00,0,0
Guillaume,2025-08-05 07:00,12,0
Guillaume,2025-08-05 07:15,25,0
Guillaume,2025-08-05 07:30,40,0
Guillaume,2025-08-05 07:45,53,0
Guillaume,2025-08-05 08:00,65,0
Guillaume,2025-08-05 08:15,76,0
Guillaume,2025-08-05 08:30,86,0
Guillaume,2025-08-05 08:45,104,0
Guillaume,2025-08-05 09:00,298,0
Guillaume,2025-08-05 09:15,417,0
Guillaume,2025-08-05 09:30,542,0
Guillaume,2025-08-05 09:45,672,0
Guillaume,2025-08-05 10:00,771,0
Guillaume,2025-08-05 10:15,874,0
Guillaume,2025-08-05 10:30,1027,0
Guillaume,2025-08-05 10:45,1126,0
Guillaume,2025-08-05 11:00,480,0
Guillaume,2025-08-05 11:15,1349,0
Guillaume,2025-08-05 11:30,476,0
Guillaume,2025-08-05 11:45,1484,0
Guillaume,2025-08-05 12:00,1571,0
Guillaume,2025-08-05 12:15,1680,0
Guillaume,2025-08-05 12:30,618,0
Guillaume,2025-08-05 12:45,1818,0
Guillaume,2025-08-05 13:00,1945,0
Guillaume,2025-08-05 13:15,631,0
Guillaume,2025-08-05 13:30,1962,0
Guillaume,2025-08-05 13:45,670,0
Guillaume,2025-08-05 14:00,1840,0
Guillaume,2025-08-05 14:15,1851,0
Guillaume,2025-08-05 14:30,1965,0
Guillaume,2025-08-05 14:45,1376,0
Guillaume,2025-08-05 15:00,1765,0
Guillaume,2025-08-05 15:15,1162,0
Guillaume,2025-08-05 15:30,1724,0
Guillaume,2025-08-05 15:45,1639,0
Guillaume,2025-08-05 16:00,951,0
Guillaume,2025-08-05 16:15,1533,0
Guillaume,2025-08-05 16:30,1443,0
Guillaume,2025-08-05 16:45,1038,0
Guillaume,2025-08-05 17:00,1321,0
Guillaume,2025-08-05 17:15,422,0
Guillaume,2025-08-05 17:30,1156,0
Guillaume,2025-08-05 17:45,1044,0
Guillaume,2025-08-05 18:00,939,0
Guillaume,2025-08-05 18:15,843,0
Guillaume,2025-08-05 18:30,726,0
Guillaume,2025-08-05 18:45,620,0
Guillaume,2025-08-05 19:00,491,0
Guillaume,2025-08-05 19:15,390,0
Guillaume,2025-08-05 19:30,293,0
Guillaume,2025-08-05 19:45,172,0
Guillaume,2025-08-05 20:00,172,0
Guillaume,2025-08-05 20:15,137,0
Guillaume,2025-08-05 20:30,89,0
Guillaume,2025-08-05 20:45,52,0
Guillaume,2025-08-05 21:00,25,0
Guillaume,2025-08-05 21:15,23,0
Guillaume,2025-08-05 21:30,3,0
Guillaume,2025-08-05 22:30,0,0
Guillaume,2025-08-05 23:30,0,0
