Plant Name,Time,Production (W)
Guillaume,2025-05-11 06:45,0
Guillaume,2025-05-11 07:00,3
Guillaume,2025-05-11 07:15,13
Guillaume,2025-05-11 07:30,19
Guillaume,2025-05-11 07:45,35
Guillaume,2025-05-11 08:00,93
Guillaume,2025-05-11 08:15,104
Guillaume,2025-05-11 08:30,185
Guillaume,2025-05-11 08:45,164
Guillaume,2025-05-11 09:00,248
Guillaume,2025-05-11 09:15,206
Guillaume,2025-05-11 09:30,430
Guillaume,2025-05-11 09:45,410
Guillaume,2025-05-11 10:00,332
Guillaume,2025-05-11 10:15,481
Guillaume,2025-05-11 10:30,375
Guillaume,2025-05-11 10:45,759
Guillaume,2025-05-11 11:00,874
Guillaume,2025-05-11 11:15,1618
Guillaume,2025-05-11 11:30,1401
Guillaume,2025-05-11 11:45,390
Guillaume,2025-05-11 12:00,450
Guillaume,2025-05-11 12:15,573
Guillaume,2025-05-11 12:30,1506
Guillaume,2025-05-11 12:45,810
Guillaume,2025-05-11 13:00,1042
Guillaume,2025-05-11 13:15,887
Guillaume,2025-05-11 13:30,710
Guillaume,2025-05-11 13:45,1051
Guillaume,2025-05-11 14:00,553
Guillaume,2025-05-11 14:15,652
Guillaume,2025-05-11 14:30,504
Guillaume,2025-05-11 14:45,2133
Guillaume,2025-05-11 15:00,1786
Guillaume,2025-05-11 15:15,1510
Guillaume,2025-05-11 15:30,2244
Guillaume,2025-05-11 15:45,393
Guillaume,2025-05-11 16:00,382
Guillaume,2025-05-11 16:15,761
Guillaume,2025-05-11 16:30,1462
Guillaume,2025-05-11 16:45,1573
Guillaume,2025-05-11 17:00,1572
Guillaume,2025-05-11 17:15,458
Guillaume,2025-05-11 17:30,1436
Guillaume,2025-05-11 17:45,901
Guillaume,2025-05-11 18:00,360
Guillaume,2025-05-11 18:15,1083
Guillaume,2025-05-11 18:30,170
Guillaume,2025-05-11 18:45,199
Guillaume,2025-05-11 19:00,192
Guillaume,2025-05-11 19:15,433
Guillaume,2025-05-11 19:30,257
Guillaume,2025-05-11 19:45,136
Guillaume,2025-05-11 20:00,176
Guillaume,2025-05-11 20:15,94
Guillaume,2025-05-11 20:30,101
Guillaume,2025-05-11 20:45,56
Guillaume,2025-05-11 21:00,27
Guillaume,2025-05-11 21:15,8
Guillaume,2025-05-11 21:30,0
Guillaume,2025-05-11 21:45,0
Guillaume,2025-05-11 22:00,0
