Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-08-08 00:00,0,0
Guillaume,2025-08-08 01:00,0,0
Guillaume,2025-08-08 02:00,0,0
Guillaume,2025-08-08 03:00,0,0
Guillaume,2025-08-08 04:00,0,0
Guillaume,2025-08-08 05:00,0,0
Guillaume,2025-08-08 06:00,0,0
Guillaume,2025-08-08 07:00,11,0
Guillaume,2025-08-08 07:15,22,0
Guillaume,2025-08-08 07:30,44,0
Guillaume,2025-08-08 07:45,64,0
Guillaume,2025-08-08 08:00,86,0
Guillaume,2025-08-08 08:15,133,0
Guillaume,2025-08-08 08:30,165,0
Guillaume,2025-08-08 08:45,179,0
Guillaume,2025-08-08 09:00,207,0
Guillaume,2025-08-08 09:15,248,0
Guillaume,2025-08-08 09:30,313,0
Guillaume,2025-08-08 09:45,328,0
Guillaume,2025-08-08 10:00,304,0
Guillaume,2025-08-08 10:15,373,0
Guillaume,2025-08-08 10:30,397,0
Guillaume,2025-08-08 10:45,322,0
Guillaume,2025-08-08 11:00,314,0
Guillaume,2025-08-08 11:15,336,0
Guillaume,2025-08-08 11:30,594,0
Guillaume,2025-08-08 11:45,950,0
Guillaume,2025-08-08 12:00,838,0
Guillaume,2025-08-08 12:15,827,0
Guillaume,2025-08-08 12:30,763,0
Guillaume,2025-08-08 12:45,619,0
Guillaume,2025-08-08 13:00,663,0
Guillaume,2025-08-08 13:15,665,0
Guillaume,2025-08-08 13:30,2200,0
Guillaume,2025-08-08 13:45,596,0
Guillaume,2025-08-08 14:00,1006,0
Guillaume,2025-08-08 14:15,786,0
Guillaume,2025-08-08 14:30,879,0
Guillaume,2025-08-08 14:45,1975,0
Guillaume,2025-08-08 15:00,2179,0
Guillaume,2025-08-08 15:15,2032,0
Guillaume,2025-08-08 15:30,1673,0
Guillaume,2025-08-08 15:45,1656,0
Guillaume,2025-08-08 16:00,1638,0
Guillaume,2025-08-08 16:15,929,0
Guillaume,2025-08-08 16:30,683,0
Guillaume,2025-08-08 16:45,613,0
Guillaume,2025-08-08 17:00,433,0
Guillaume,2025-08-08 17:15,429,0
Guillaume,2025-08-08 17:30,1059,0
Guillaume,2025-08-08 17:45,660,0
Guillaume,2025-08-08 18:00,784,0
Guillaume,2025-08-08 18:15,725,0
Guillaume,2025-08-08 18:30,178,0
Guillaume,2025-08-08 18:45,188,0
Guillaume,2025-08-08 19:00,171,0
Guillaume,2025-08-08 19:15,139,0
Guillaume,2025-08-08 19:30,125,0
Guillaume,2025-08-08 19:45,86,0
Guillaume,2025-08-08 20:00,43,0
Guillaume,2025-08-08 20:15,18,0
Guillaume,2025-08-08 20:30,6,0
Guillaume,2025-08-08 21:30,0,0
Guillaume,2025-08-08 22:30,0,0
Guillaume,2025-08-08 23:30,0,0
