Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-05-29 00:00,0,0
Guillaume,2025-05-29 01:00,0,0
Guillaume,2025-05-29 02:00,0,0
Guillaume,2025-05-29 03:00,0,0
Guillaume,2025-05-29 04:00,0,0
Guillaume,2025-05-29 05:00,0,0
Guillaume,2025-05-29 06:00,0,0
Guillaume,2025-05-29 06:15,3,0
Guillaume,2025-05-29 06:30,11,0
Guillaume,2025-05-29 06:45,25,0
Guillaume,2025-05-29 07:00,50,0
Guillaume,2025-05-29 07:15,68,0
Guillaume,2025-05-29 07:30,38,0
Guillaume,2025-05-29 07:45,76,0
Guillaume,2025-05-29 08:00,151,0
Guillaume,2025-05-29 08:15,224,0
Guillaume,2025-05-29 08:30,163,0
Guillaume,2025-05-29 08:45,216,0
Guillaume,2025-05-29 09:00,216,0
Guillaume,2025-05-29 09:15,358,0
Guillaume,2025-05-29 09:30,848,0
Guillaume,2025-05-29 09:45,304,0
Guillaume,2025-05-29 10:00,387,0
Guillaume,2025-05-29 10:15,393,0
Guillaume,2025-05-29 10:30,570,0
Guillaume,2025-05-29 10:45,428,0
Guillaume,2025-05-29 11:00,776,0
Guillaume,2025-05-29 11:15,648,0
Guillaume,2025-05-29 11:30,632,0
Guillaume,2025-05-29 11:45,655,0
Guillaume,2025-05-29 12:00,629,0
Guillaume,2025-05-29 12:15,524,0
Guillaume,2025-05-29 12:30,484,0
Guillaume,2025-05-29 12:45,498,0
Guillaume,2025-05-29 13:00,396,0
Guillaume,2025-05-29 13:15,527,0
Guillaume,2025-05-29 13:30,485,0
Guillaume,2025-05-29 13:45,487,0
Guillaume,2025-05-29 14:00,712,0
Guillaume,2025-05-29 14:15,639,0
Guillaume,2025-05-29 14:30,589,0
Guillaume,2025-05-29 14:45,718,0
Guillaume,2025-05-29 15:00,909,0
Guillaume,2025-05-29 15:15,897,0
Guillaume,2025-05-29 15:30,877,0
Guillaume,2025-05-29 15:45,750,0
Guillaume,2025-05-29 16:00,1153,0
Guillaume,2025-05-29 16:15,1761,0
Guillaume,2025-05-29 16:30,1675,0
Guillaume,2025-05-29 16:45,1135,0
Guillaume,2025-05-29 17:00,1394,0
Guillaume,2025-05-29 17:15,535,0
Guillaume,2025-05-29 17:30,1120,0
Guillaume,2025-05-29 17:45,1008,0
Guillaume,2025-05-29 18:00,896,0
Guillaume,2025-05-29 18:15,621,0
Guillaume,2025-05-29 18:30,684,0
Guillaume,2025-05-29 18:45,475,0
Guillaume,2025-05-29 19:45,0,0
Guillaume,2025-05-29 20:45,0,0
Guillaume,2025-05-29 21:45,0,0
Guillaume,2025-05-29 22:45,0,0
Guillaume,2025-05-29 23:45,0,0
