Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-07-26 00:00,0,0
Guillaume,2025-07-26 01:00,0,0
Guillaume,2025-07-26 02:00,0,0
Guillaume,2025-07-26 03:00,0,0
Guillaume,2025-07-26 04:00,0,0
Guillaume,2025-07-26 05:00,0,0
Guillaume,2025-07-26 06:00,0,0
Guillaume,2025-07-26 07:00,0,0
Guillaume,2025-07-26 08:00,0,0
Guillaume,2025-07-26 09:00,0,0
Guillaume,2025-07-26 10:00,0,0
Guillaume,2025-07-26 11:00,0,0
Guillaume,2025-07-26 12:00,0,0
Guillaume,2025-07-26 12:30,381,0
Guillaume,2025-07-26 12:45,355,0
Guillaume,2025-07-26 13:00,548,0
Guillaume,2025-07-26 13:15,765,0
Guillaume,2025-07-26 13:30,663,0
Guillaume,2025-07-26 13:45,484,0
Guillaume,2025-07-26 14:00,585,0
Guillaume,2025-07-26 14:15,267,0
Guillaume,2025-07-26 14:30,272,0
Guillaume,2025-07-26 14:45,803,0
Guillaume,2025-07-26 15:00,458,0
Guillaume,2025-07-26 15:15,189,0
Guillaume,2025-07-26 15:30,341,0
Guillaume,2025-07-26 15:45,189,0
Guillaume,2025-07-26 16:00,342,0
Guillaume,2025-07-26 16:15,689,0
Guillaume,2025-07-26 16:30,783,0
Guillaume,2025-07-26 16:45,592,0
Guillaume,2025-07-26 17:00,603,0
Guillaume,2025-07-26 17:15,910,0
Guillaume,2025-07-26 17:30,490,0
Guillaume,2025-07-26 17:45,478,0
Guillaume,2025-07-26 18:00,381,0
Guillaume,2025-07-26 18:15,1250,0
Guillaume,2025-07-26 18:30,827,0
Guillaume,2025-07-26 18:45,693,0
Guillaume,2025-07-26 19:00,278,0
Guillaume,2025-07-26 19:15,309,0
Guillaume,2025-07-26 19:30,265,0
Guillaume,2025-07-26 19:45,346,0
Guillaume,2025-07-26 20:00,188,0
Guillaume,2025-07-26 20:15,149,0
Guillaume,2025-07-26 20:30,132,0
Guillaume,2025-07-26 20:45,56,0
Guillaume,2025-07-26 21:00,23,0
Guillaume,2025-07-26 21:15,7,0
Guillaume,2025-07-26 22:15,0,0
Guillaume,2025-07-26 23:15,0,0
