Plant Name,Time,Production (W)
Guillaume,2025-04-04 07:45,10
Guillaume,2025-04-04 08:00,24
Guillaume,2025-04-04 08:15,46
Guillaume,2025-04-04 08:30,82
Guillaume,2025-04-04 08:45,132
Guillaume,2025-04-04 09:00,177
Guillaume,2025-04-04 09:15,209
Guillaume,2025-04-04 09:30,163
Guillaume,2025-04-04 09:45,181
Guillaume,2025-04-04 10:00,187
Guillaume,2025-04-04 10:15,442
Guillaume,2025-04-04 10:30,238
Guillaume,2025-04-04 10:45,299
Guillaume,2025-04-04 11:00,520
Guillaume,2025-04-04 11:15,599
Guillaume,2025-04-04 11:30,891
Guillaume,2025-04-04 11:45,1606
Guillaume,2025-04-04 12:00,1594
Guillaume,2025-04-04 12:15,1617
Guillaume,2025-04-04 12:30,1601
Guillaume,2025-04-04 12:45,1795
Guillaume,2025-04-04 13:00,1901
Guillaume,2025-04-04 13:15,1252
Guillaume,2025-04-04 13:30,1454
Guillaume,2025-04-04 13:45,1275
Guillaume,2025-04-04 14:00,1857
Guillaume,2025-04-04 14:15,1877
Guillaume,2025-04-04 14:30,1779
Guillaume,2025-04-04 14:45,1838
Guillaume,2025-04-04 15:00,1722
Guillaume,2025-04-04 15:15,1796
Guillaume,2025-04-04 15:30,773
Guillaume,2025-04-04 15:45,682
Guillaume,2025-04-04 16:00,415
Guillaume,2025-04-04 16:15,493
Guillaume,2025-04-04 16:30,387
Guillaume,2025-04-04 16:45,427
Guillaume,2025-04-04 17:00,550
Guillaume,2025-04-04 17:15,429
Guillaume,2025-04-04 17:30,529
Guillaume,2025-04-04 17:45,409
Guillaume,2025-04-04 18:00,253
Guillaume,2025-04-04 18:15,214
Guillaume,2025-04-04 18:30,264
Guillaume,2025-04-04 18:45,187
Guillaume,2025-04-04 19:00,165
Guillaume,2025-04-04 19:15,142
Guillaume,2025-04-04 19:30,118
Guillaume,2025-04-04 19:45,82
Guillaume,2025-04-04 20:00,58
Guillaume,2025-04-04 20:15,45
Guillaume,2025-04-04 20:30,9
Guillaume,2025-04-04 20:45,0
Guillaume,2025-04-04 21:00,0
Guillaume,2025-04-04 21:15,0
