Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-07-29 00:00,0,0
Guillaume,2025-07-29 01:00,0,0
Guillaume,2025-07-29 02:00,0,0
Guillaume,2025-07-29 03:00,0,0
Guillaume,2025-07-29 04:00,0,0
Guillaume,2025-07-29 05:00,0,0
Guillaume,2025-07-29 06:00,0,0
Guillaume,2025-07-29 06:45,5,0
Guillaume,2025-07-29 07:00,18,0
Guillaume,2025-07-29 07:15,30,0
Guillaume,2025-07-29 07:30,41,0
Guillaume,2025-07-29 07:45,50,0
Guillaume,2025-07-29 08:00,66,0
Guillaume,2025-07-29 08:15,180,0
Guillaume,2025-07-29 08:30,167,0
Guillaume,2025-07-29 08:45,135,0
Guillaume,2025-07-29 09:00,242,0
Guillaume,2025-07-29 09:15,323,0
Guillaume,2025-07-29 09:30,655,0
Guillaume,2025-07-29 09:45,469,0
Guillaume,2025-07-29 10:00,342,0
Guillaume,2025-07-29 10:15,828,0
Guillaume,2025-07-29 10:30,1424,0
Guillaume,2025-07-29 10:45,860,0
Guillaume,2025-07-29 11:00,1734,0
Guillaume,2025-07-29 11:15,1437,0
Guillaume,2025-07-29 11:30,1056,0
Guillaume,2025-07-29 11:45,1361,0
Guillaume,2025-07-29 12:00,800,0
Guillaume,2025-07-29 12:15,392,0
Guillaume,2025-07-29 12:30,594,0
Guillaume,2025-07-29 12:45,768,0
Guillaume,2025-07-29 13:00,725,0
Guillaume,2025-07-29 13:15,765,0
Guillaume,2025-07-29 13:30,956,0
Guillaume,2025-07-29 13:45,725,0
Guillaume,2025-07-29 14:00,385,0
Guillaume,2025-07-29 14:15,363,0
Guillaume,2025-07-29 14:30,404,0
Guillaume,2025-07-29 14:45,716,0
Guillaume,2025-07-29 15:00,417,0
Guillaume,2025-07-29 15:15,320,0
Guillaume,2025-07-29 15:30,428,0
Guillaume,2025-07-29 15:45,413,0
Guillaume,2025-07-29 16:00,312,0
Guillaume,2025-07-29 16:15,507,0
Guillaume,2025-07-29 16:30,413,0
Guillaume,2025-07-29 16:45,399,0
Guillaume,2025-07-29 17:00,328,0
Guillaume,2025-07-29 17:15,663,0
Guillaume,2025-07-29 17:30,1342,0
Guillaume,2025-07-29 17:45,421,0
Guillaume,2025-07-29 18:00,361,0
Guillaume,2025-07-29 18:15,249,0
Guillaume,2025-07-29 18:30,153,0
Guillaume,2025-07-29 18:45,99,0
Guillaume,2025-07-29 19:00,82,0
Guillaume,2025-07-29 19:15,279,0
Guillaume,2025-07-29 19:30,219,0
Guillaume,2025-07-29 19:45,63,0
Guillaume,2025-07-29 20:00,26,0
Guillaume,2025-07-29 20:15,33,0
Guillaume,2025-07-29 20:30,58,0
Guillaume,2025-07-29 20:45,44,0
Guillaume,2025-07-29 21:00,22,0
Guillaume,2025-07-29 21:15,16,0
Guillaume,2025-07-29 21:30,7,0
Guillaume,2025-07-29 22:30,0,0
Guillaume,2025-07-29 23:30,0,0
