Plant Name,Time,Production (W),From Grid(+)/To Grid(-) (W)
Guillaume,2025-05-25 00:00,0,0
Guillaume,2025-05-25 01:00,0,0
Guillaume,2025-05-25 02:00,0,0
Guillaume,2025-05-25 03:00,0,0
Guillaume,2025-05-25 04:00,0,0
Guillaume,2025-05-25 05:00,0,0
Guillaume,2025-05-25 06:00,0,0
Guillaume,2025-05-25 06:30,19,0
Guillaume,2025-05-25 06:45,15,0
Guillaume,2025-05-25 07:00,11,0
Guillaume,2025-05-25 07:15,45,0
Guillaume,2025-05-25 07:30,38,0
Guillaume,2025-05-25 07:45,29,0
Guillaume,2025-05-25 08:00,78,0
Guillaume,2025-05-25 08:15,114,0
Guillaume,2025-05-25 08:30,93,0
Guillaume,2025-05-25 08:45,122,0
Guillaume,2025-05-25 09:00,206,0
Guillaume,2025-05-25 09:15,294,0
Guillaume,2025-05-25 09:30,734,0
Guillaume,2025-05-25 09:45,258,0
Guillaume,2025-05-25 10:00,293,0
Guillaume,2025-05-25 10:15,1129,0
Guillaume,2025-05-25 10:30,856,0
Guillaume,2025-05-25 10:45,469,0
Guillaume,2025-05-25 11:00,1328,0
Guillaume,2025-05-25 11:15,1582,0
Guillaume,2025-05-25 11:30,1811,0
Guillaume,2025-05-25 11:45,683,0
Guillaume,2025-05-25 12:00,1480,0
Guillaume,2025-05-25 12:15,515,0
Guillaume,2025-05-25 12:30,516,0
Guillaume,2025-05-25 12:45,1217,0
Guillaume,2025-05-25 13:00,1992,0
Guillaume,2025-05-25 13:15,1327,0
Guillaume,2025-05-25 13:30,634,0
Guillaume,2025-05-25 13:45,1054,0
Guillaume,2025-05-25 14:00,362,0
Guillaume,2025-05-25 14:15,236,0
Guillaume,2025-05-25 14:30,423,0
Guillaume,2025-05-25 14:45,510,0
Guillaume,2025-05-25 15:00,1714,0
Guillaume,2025-05-25 15:15,767,0
Guillaume,2025-05-25 15:30,757,0
Guillaume,2025-05-25 15:45,1422,0
Guillaume,2025-05-25 16:00,325,0
Guillaume,2025-05-25 16:15,473,0
Guillaume,2025-05-25 16:30,1979,0
Guillaume,2025-05-25 16:45,1943,0
Guillaume,2025-05-25 17:00,1081,0
Guillaume,2025-05-25 17:15,732,0
Guillaume,2025-05-25 17:30,494,0
Guillaume,2025-05-25 17:45,396,0
Guillaume,2025-05-25 18:00,501,0
Guillaume,2025-05-25 18:15,457,0
Guillaume,2025-05-25 18:30,563,0
Guillaume,2025-05-25 18:45,399,0
Guillaume,2025-05-25 19:00,347,0
Guillaume,2025-05-25 19:15,316,0
Guillaume,2025-05-25 19:30,291,0
Guillaume,2025-05-25 19:45,358,0
Guillaume,2025-05-25 20:00,183,0
Guillaume,2025-05-25 20:15,184,0
Guillaume,2025-05-25 20:30,100,0
Guillaume,2025-05-25 20:45,83,0
Guillaume,2025-05-25 21:00,76,0
Guillaume,2025-05-25 21:15,54,0
Guillaume,2025-05-25 21:30,21,0
Guillaume,2025-05-25 21:45,4,0
Guillaume,2025-05-25 22:45,0,0
Guillaume,2025-05-25 23:45,0,0
