
Récapitulatif de mes puissances atteintes en W

Date et heure de relève par le distributeur;Puissance atteinte (W);Nature de la donnée
07:00:00;76;Réelle
06:30:00;192;Réelle
06:00:00;94;Réelle
05:30:00;146;Réelle
05:00:00;218;Réelle
04:30:00;122;Réelle
04:00:00;140;Réelle
03:30:00;132;Réelle
03:00:00;178;Réelle
02:30:00;132;Réelle
02:00:00;192;Réelle
01:30:00;186;Réelle
01:00:00;112;Réelle
00:30:00;148;Réelle

10/04/2025;;
00:00:00;356;Réelle
23:30:00;444;Réelle
23:00:00;342;Réelle
22:30:00;292;Réelle
22:00:00;380;Réelle
21:30:00;226;Réelle
21:00:00;358;Réelle
20:30:00;134;Réelle
20:00:00;108;Réelle
19:30:00;64;Réelle
19:00:00;712;Réelle
18:30:00;716;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;0;Réelle
13:00:00;0;Réelle
12:30:00;0;Réelle
12:00:00;14;Réelle
11:30:00;52;Réelle
11:00:00;458;Réelle
10:30:00;1214;Réelle
10:00:00;168;Réelle
09:30:00;0;Réelle
09:00:00;98;Réelle
08:30:00;140;Réelle
08:00:00;290;Réelle
07:30:00;198;Réelle
07:00:00;108;Réelle
06:30:00;166;Réelle
06:00:00;150;Réelle
05:30:00;112;Réelle
05:00:00;248;Réelle
04:30:00;156;Réelle
04:00:00;154;Réelle
03:30:00;138;Réelle
03:00:00;150;Réelle
02:30:00;160;Réelle
02:00:00;196;Réelle
01:30:00;206;Réelle
01:00:00;96;Réelle
00:30:00;1456;Réelle

09/04/2025;;
00:00:00;420;Réelle
23:30:00;162;Réelle
23:00:00;410;Réelle
22:30:00;690;Réelle
22:00:00;492;Réelle
21:30:00;372;Réelle
21:00:00;1230;Réelle
20:30:00;358;Réelle
20:00:00;156;Réelle
19:30:00;2;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;86;Réelle
15:00:00;144;Réelle
14:30:00;138;Réelle
14:00:00;386;Réelle
13:30:00;830;Réelle
13:00:00;32;Réelle
12:30:00;0;Réelle
12:00:00;0;Réelle
11:30:00;0;Réelle
11:00:00;0;Réelle
10:30:00;26;Réelle
10:00:00;786;Réelle
09:30:00;1342;Réelle
09:00:00;1234;Réelle
08:30:00;406;Réelle
08:00:00;60;Réelle
07:30:00;294;Réelle
07:00:00;220;Réelle
06:30:00;92;Réelle
06:00:00;190;Réelle
05:30:00;134;Réelle
05:00:00;100;Réelle
04:30:00;172;Réelle
04:00:00;196;Réelle
03:30:00;132;Réelle
03:00:00;140;Réelle
02:30:00;176;Réelle
02:00:00;88;Réelle
01:30:00;190;Réelle
01:00:00;238;Réelle
00:30:00;110;Réelle

08/04/2025;;
00:00:00;184;Réelle
23:30:00;342;Réelle
23:00:00;410;Réelle
22:30:00;432;Réelle
22:00:00;298;Réelle
21:30:00;332;Réelle
21:00:00;222;Réelle
20:30:00;242;Réelle
20:00:00;1598;Réelle
19:30:00;1600;Réelle
19:00:00;428;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;0;Réelle
13:00:00;0;Réelle
12:30:00;0;Réelle
12:00:00;0;Réelle
11:30:00;0;Réelle
11:00:00;50;Réelle
10:30:00;36;Réelle
10:00:00;28;Réelle
09:30:00;2;Réelle
09:00:00;66;Réelle
08:30:00;282;Réelle
08:00:00;134;Réelle
07:30:00;116;Réelle
07:00:00;166;Réelle
06:30:00;94;Réelle
06:00:00;168;Réelle
05:30:00;196;Réelle
05:00:00;100;Réelle
04:30:00;206;Réelle
04:00:00;98;Réelle
03:30:00;130;Réelle
03:00:00;202;Réelle
02:30:00;158;Réelle
02:00:00;144;Réelle
01:30:00;122;Réelle
01:00:00;198;Réelle
00:30:00;120;Réelle

07/04/2025;;
00:00:00;204;Réelle
23:30:00;166;Réelle
23:00:00;332;Réelle
22:30:00;354;Réelle
22:00:00;1618;Réelle
21:30:00;1506;Réelle
21:00:00;218;Réelle
20:30:00;388;Réelle
20:00:00;548;Réelle
19:30:00;74;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;142;Réelle
16:00:00;208;Réelle
15:30:00;54;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;6;Réelle
13:30:00;272;Réelle
13:00:00;294;Réelle
12:30:00;78;Réelle
12:00:00;216;Réelle
11:30:00;184;Réelle
11:00:00;46;Réelle
10:30:00;2082;Réelle
10:00:00;1050;Réelle
09:30:00;34;Réelle
09:00:00;224;Réelle
08:30:00;142;Réelle
08:00:00;170;Réelle
07:30:00;162;Réelle
07:00:00;70;Réelle
06:30:00;176;Réelle
06:00:00;210;Réelle
05:30:00;134;Réelle
05:00:00;146;Réelle
04:30:00;128;Réelle
04:00:00;178;Réelle
03:30:00;106;Réelle
03:00:00;206;Réelle
02:30:00;212;Réelle
02:00:00;94;Réelle
01:30:00;170;Réelle
01:00:00;122;Réelle
00:30:00;2078;Réelle

06/04/2025;;
00:00:00;454;Réelle
23:30:00;114;Réelle
23:00:00;364;Réelle
22:30:00;322;Réelle
22:00:00;404;Réelle
21:30:00;304;Réelle
21:00:00;232;Réelle
20:30:00;126;Réelle
20:00:00;616;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;0;Réelle
13:00:00;0;Réelle
12:30:00;0;Réelle
12:00:00;0;Réelle
11:30:00;0;Réelle
11:00:00;0;Réelle
10:30:00;0;Réelle
10:00:00;84;Réelle
09:30:00;458;Réelle
09:00:00;832;Réelle
08:30:00;926;Réelle
08:00:00;242;Réelle
07:30:00;188;Réelle
07:00:00;134;Réelle
06:30:00;272;Réelle
06:00:00;804;Réelle
05:30:00;214;Réelle
05:00:00;170;Réelle
04:30:00;90;Réelle
04:00:00;160;Réelle
03:30:00;168;Réelle
03:00:00;92;Réelle
02:30:00;254;Réelle
02:00:00;126;Réelle
01:30:00;118;Réelle
01:00:00;142;Réelle
00:30:00;1784;Réelle

05/04/2025;;
00:00:00;416;Réelle
23:30:00;154;Réelle
23:00:00;186;Réelle
22:30:00;158;Réelle
22:00:00;152;Réelle
21:30:00;158;Réelle
21:00:00;120;Réelle
20:30:00;158;Réelle
20:00:00;102;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;0;Réelle
13:00:00;0;Réelle
12:30:00;0;Réelle
12:00:00;0;Réelle
11:30:00;0;Réelle
11:00:00;0;Réelle
10:30:00;46;Réelle
10:00:00;262;Réelle
09:30:00;430;Réelle
09:00:00;154;Réelle
08:30:00;50;Réelle
08:00:00;196;Réelle
07:30:00;126;Réelle
07:00:00;316;Réelle
06:30:00;742;Réelle
06:00:00;778;Réelle
05:30:00;592;Réelle
05:00:00;108;Réelle
04:30:00;160;Réelle
04:00:00;156;Réelle
03:30:00;136;Réelle
03:00:00;196;Réelle
02:30:00;164;Réelle
02:00:00;160;Réelle
01:30:00;94;Réelle
01:00:00;134;Réelle
00:30:00;170;Réelle

04/04/2025;;
00:00:00;188;Réelle
23:30:00;1758;Réelle
23:00:00;426;Réelle
22:30:00;168;Réelle
22:00:00;168;Réelle
21:30:00;112;Réelle
21:00:00;172;Réelle
20:30:00;126;Réelle
20:00:00;116;Réelle
19:30:00;50;Réelle
19:00:00;0;Réelle
18:30:00;12;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;0;Réelle
13:00:00;0;Réelle
12:30:00;0;Réelle
12:00:00;0;Réelle
11:30:00;0;Réelle
11:00:00;4;Réelle
10:30:00;144;Réelle
10:00:00;530;Réelle
09:30:00;580;Réelle
09:00:00;104;Réelle
08:30:00;84;Réelle
08:00:00;106;Réelle
07:30:00;132;Réelle
07:00:00;186;Réelle
06:30:00;674;Réelle
06:00:00;694;Réelle
05:30:00;144;Réelle
05:00:00;126;Réelle
04:30:00;104;Réelle
04:00:00;114;Réelle
03:30:00;194;Réelle
03:00:00;550;Réelle
02:30:00;888;Réelle
02:00:00;510;Réelle
01:30:00;88;Réelle
01:00:00;152;Réelle
00:30:00;116;Réelle

03/04/2025;;
00:00:00;104;Réelle
23:30:00;464;Réelle
23:00:00;462;Réelle
22:30:00;150;Réelle
22:00:00;146;Réelle
21:30:00;1658;Réelle
21:00:00;570;Réelle
20:30:00;92;Réelle
20:00:00;230;Réelle
19:30:00;514;Réelle
19:00:00;134;Réelle
18:30:00;18;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;20;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;30;Réelle
14:00:00;2;Réelle
13:30:00;40;Réelle
13:00:00;294;Réelle
12:30:00;732;Réelle
12:00:00;376;Réelle
11:30:00;48;Réelle
11:00:00;18;Réelle
10:30:00;86;Réelle
10:00:00;32;Réelle
09:30:00;460;Réelle
09:00:00;916;Réelle
08:30:00;172;Réelle
08:00:00;148;Réelle
07:30:00;112;Réelle
07:00:00;132;Réelle
06:30:00;122;Réelle
06:00:00;394;Réelle
05:30:00;1012;Réelle
05:00:00;996;Réelle
04:30:00;1058;Réelle
04:00:00;492;Réelle
03:30:00;112;Réelle
03:00:00;110;Réelle
02:30:00;178;Réelle
02:00:00;244;Réelle
01:30:00;80;Réelle
01:00:00;140;Réelle
00:30:00;178;Réelle

02/04/2025;;
00:00:00;52;Réelle
23:30:00;168;Réelle
23:00:00;194;Réelle
22:30:00;124;Réelle
22:00:00;218;Réelle
21:30:00;116;Réelle
21:00:00;120;Réelle
20:30:00;1192;Réelle
20:00:00;1224;Réelle
19:30:00;172;Réelle
19:00:00;106;Réelle
18:30:00;24;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;0;Réelle
13:00:00;0;Réelle
12:30:00;26;Réelle
12:00:00;0;Réelle
11:30:00;0;Réelle
11:00:00;0;Réelle
10:30:00;28;Réelle
10:00:00;168;Réelle
09:30:00;1136;Réelle
09:00:00;1410;Réelle
08:30:00;240;Réelle
08:00:00;232;Réelle
07:30:00;78;Réelle
07:00:00;198;Réelle
06:30:00;150;Réelle
06:00:00;184;Réelle
05:30:00;172;Réelle
05:00:00;118;Réelle
04:30:00;128;Réelle
04:00:00;182;Réelle
03:30:00;100;Réelle
03:00:00;162;Réelle
02:30:00;266;Réelle
02:00:00;84;Réelle
01:30:00;178;Réelle
01:00:00;150;Réelle
00:30:00;820;Réelle

01/04/2025;;
00:00:00;450;Réelle
23:30:00;380;Réelle
23:00:00;414;Réelle
22:30:00;384;Réelle
22:00:00;378;Réelle
21:30:00;408;Réelle
21:00:00;136;Réelle
20:30:00;178;Réelle
20:00:00;146;Réelle
19:30:00;2;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;178;Réelle
17:00:00;202;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;96;Réelle
13:30:00;0;Réelle
13:00:00;0;Réelle
12:30:00;12;Réelle
12:00:00;0;Réelle
11:30:00;74;Réelle
11:00:00;302;Réelle
10:30:00;18;Réelle
10:00:00;286;Réelle
09:30:00;1108;Réelle
09:00:00;1304;Réelle
08:30:00;1224;Réelle
08:00:00;544;Réelle
07:30:00;152;Réelle
07:00:00;96;Réelle
06:30:00;182;Réelle
06:00:00;136;Réelle
05:30:00;208;Réelle
05:00:00;118;Réelle
04:30:00;86;Réelle
04:00:00;168;Réelle
03:30:00;132;Réelle
03:00:00;160;Réelle
02:30:00;158;Réelle
02:00:00;212;Réelle
01:30:00;116;Réelle
01:00:00;104;Réelle
00:30:00;220;Réelle

31/03/2025;;
00:00:00;100;Réelle
23:30:00;320;Réelle
23:00:00;440;Réelle
22:30:00;322;Réelle
22:00:00;310;Réelle
21:30:00;1266;Réelle
21:00:00;1274;Réelle
20:30:00;120;Réelle
20:00:00;260;Réelle
19:30:00;108;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;0;Réelle
13:30:00;0;Réelle
13:00:00;0;Réelle
12:30:00;0;Réelle
12:00:00;0;Réelle
11:30:00;0;Réelle
11:00:00;0;Réelle
10:30:00;18;Réelle
10:00:00;20;Réelle
09:30:00;778;Réelle
09:00:00;1406;Réelle
08:30:00;1788;Réelle
08:00:00;1950;Réelle
07:30:00;894;Réelle
07:00:00;104;Réelle
06:30:00;158;Réelle
06:00:00;154;Réelle
05:30:00;154;Réelle
05:00:00;172;Réelle
04:30:00;90;Réelle
04:00:00;138;Réelle
03:30:00;128;Réelle
03:00:00;106;Réelle
02:30:00;180;Réelle
02:00:00;178;Réelle
01:30:00;158;Réelle
01:00:00;126;Réelle
00:30:00;990;Réelle

30/03/2025;;
00:00:00;396;Réelle
23:30:00;118;Réelle
23:00:00;350;Réelle
22:30:00;388;Réelle
22:00:00;316;Réelle
21:30:00;340;Réelle
21:00:00;172;Réelle
20:30:00;130;Réelle
20:00:00;76;Réelle
19:30:00;0;Réelle
19:00:00;0;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;280;Réelle
16:00:00;0;Réelle
15:30:00;8;Réelle
15:00:00;276;Réelle
14:30:00;528;Réelle
14:00:00;60;Réelle
13:30:00;154;Réelle
13:00:00;1248;Réelle
12:30:00;196;Réelle
12:00:00;0;Réelle
11:30:00;0;Réelle
11:00:00;0;Réelle
10:43:02;100;Réelle
10:30:00;54;Réelle
10:00:00;16;Réelle
09:30:00;160;Réelle
09:00:00;70;Réelle
08:30:00;94;Réelle
08:00:00;138;Réelle
07:30:00;174;Réelle
07:00:00;172;Réelle
06:30:00;100;Réelle
06:00:00;148;Réelle
05:30:00;152;Réelle
05:00:00;88;Réelle
04:30:00;140;Réelle
04:00:00;226;Réelle
03:30:00;120;Réelle
03:00:00;134;Réelle
01:30:00;118;Réelle
01:00:00;112;Réelle
00:30:00;150;Réelle

29/03/2025;;
00:00:00;236;Réelle
23:30:00;400;Réelle
23:00:00;364;Réelle
22:30:00;358;Réelle
22:00:00;440;Réelle
21:30:00;306;Réelle
21:00:00;344;Réelle
20:30:00;2710;Réelle
20:00:00;2890;Réelle
19:30:00;828;Réelle
19:00:00;54;Réelle
18:30:00;132;Réelle
18:00:00;0;Réelle
17:30:00;78;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;262;Réelle
15:00:00;960;Réelle
14:30:00;202;Réelle
14:00:00;0;Réelle
13:30:00;0;Réelle
13:00:00;320;Réelle
12:30:00;412;Réelle
12:00:00;56;Réelle
11:30:00;8;Réelle
11:00:00;0;Réelle
10:30:00;110;Réelle
10:00:00;494;Réelle
09:30:00;34;Réelle
09:00:00;352;Réelle
08:30:00;184;Réelle
08:00:00;72;Réelle
07:30:00;110;Réelle
07:00:00;116;Réelle
06:30:00;152;Réelle
06:00:00;606;Réelle
05:30:00;1092;Réelle
05:00:00;1060;Réelle
04:30:00;1034;Réelle
04:00:00;986;Réelle
03:30:00;896;Réelle
03:00:00;944;Réelle
02:30:00;1086;Réelle
02:00:00;1594;Réelle
01:30:00;490;Réelle
01:00:00;76;Réelle
00:30:00;166;Réelle

28/03/2025;;
00:00:00;110;Réelle
23:30:00;268;Réelle
23:00:00;440;Réelle
22:30:00;348;Réelle
22:00:00;346;Réelle
21:30:00;276;Réelle
21:00:00;1818;Réelle
20:30:00;2302;Réelle
20:00:00;118;Réelle
19:30:00;206;Réelle
19:00:00;170;Réelle
18:30:00;0;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;0;Réelle
16:00:00;0;Réelle
15:30:00;0;Réelle
15:00:00;6;Réelle
14:30:00;126;Réelle
14:00:00;8;Réelle
13:30:00;0;Réelle
13:00:00;132;Réelle
12:30:00;758;Réelle
12:00:00;464;Réelle
11:30:00;20;Réelle
11:00:00;214;Réelle
10:30:00;14;Réelle
10:00:00;0;Réelle
09:30:00;0;Réelle
09:00:00;26;Réelle
08:30:00;28;Réelle
08:00:00;224;Réelle
07:30:00;82;Réelle
07:00:00;114;Réelle
06:30:00;236;Réelle
06:00:00;1064;Réelle
05:30:00;1234;Réelle
05:00:00;820;Réelle
04:30:00;152;Réelle
04:00:00;142;Réelle
03:30:00;88;Réelle
03:00:00;128;Réelle
02:30:00;260;Réelle
02:00:00;90;Réelle
01:30:00;130;Réelle
01:00:00;204;Réelle
00:30:00;106;Réelle

27/03/2025;;
00:00:00;132;Réelle
23:30:00;968;Réelle
23:00:00;546;Réelle
22:30:00;386;Réelle
22:00:00;344;Réelle
21:30:00;370;Réelle
21:00:00;322;Réelle
20:56:04;990;Réelle
20:30:00;376;Réelle
20:00:00;358;Réelle
19:30:00;122;Réelle
19:00:00;72;Réelle
18:30:00;20;Réelle
18:00:00;0;Réelle
17:30:00;0;Réelle
17:00:00;0;Réelle
16:30:00;314;Réelle
16:00:00;190;Réelle
15:30:00;0;Réelle
15:00:00;0;Réelle
14:30:00;0;Réelle
14:00:00;378;Réelle
13:30:00;0;Réelle
13:00:00;0;Réelle
12:30:00;1126;Réelle
12:00:00;84;Réelle
11:30:00;290;Réelle
11:00:00;738;Réelle
10:30:00;64;Réelle
10:00:00;416;Réelle
09:30:00;696;Réelle
09:00:00;224;Réelle
08:30:00;148;Réelle

26/03/2025;;
08:09:06;126;Réelle

24/03/2025;;
19:22:09;158;Réelle

23/03/2025;;
06:35:11;178;Réelle

21/03/2025;;
17:48:13;180;Réelle

20/03/2025;;
05:01:15;106;Réelle

18/03/2025;;
16:14:18;128;Réelle

17/03/2025;;
03:27:20;138;Réelle

15/03/2025;;
14:40:22;90;Réelle

14/03/2025;;
01:53:24;172;Réelle

12/03/2025;;
13:06:27;154;Réelle

10/03/2025;;
00:19:29;154;Réelle

09/03/2025;;
11:32:31;158;Réelle

07/03/2025;;
22:45:34;104;Réelle

06/03/2025;;
09:58:36;894;Réelle

04/03/2025;;
21:11:38;1950;Réelle

03/03/2025;;
08:24:40;1788;Réelle

01/03/2025;;
19:37:43;1406;Réelle

28/02/2025;;
06:50:45;778;Réelle

26/02/2025;;
18:03:47;20;Réelle

25/02/2025;;
05:16:49;18;Réelle

23/02/2025;;
16:29:52;0;Réelle

22/02/2025;;
03:42:54;0;Réelle

20/02/2025;;
14:55:56;0;Réelle

19/02/2025;;
02:08:59;0;Réelle

17/02/2025;;
13:22:01;0;Réelle

16/02/2025;;
00:35:03;0;Réelle

14/02/2025;;
11:48:05;0;Réelle

12/02/2025;;
23:01:08;0;Réelle

11/02/2025;;
10:14:10;0;Réelle

09/02/2025;;
21:27:12;0;Réelle

08/02/2025;;
08:40:14;0;Réelle

06/02/2025;;
19:53:17;0;Réelle

05/02/2025;;
07:06:19;0;Réelle

03/02/2025;;
18:19:21;0;Réelle

02/02/2025;;
05:32:24;0;Réelle

31/01/2025;;
16:45:26;0;Réelle

30/01/2025;;
03:58:28;0;Réelle

28/01/2025;;
15:11:30;108;Réelle

27/01/2025;;
02:24:33;260;Réelle

25/01/2025;;
13:37:35;120;Réelle

24/01/2025;;
00:50:37;1274;Réelle

22/01/2025;;
12:03:39;1266;Réelle

20/01/2025;;
23:16:42;310;Réelle

19/01/2025;;
10:29:44;322;Réelle

17/01/2025;;
21:42:46;440;Réelle

16/01/2025;;
08:55:49;320;Réelle

